"","fragment.ID.full","individual.ID","temp.Cat","treatment","Temp.C","umol.cm2.hr","rate.type","light_dark","fragment.ID","genotype","log.rate","K","fitted","residuals"
"179","M602c_2902","M602c",29,"T2",28.49684891,1.104025807,"GP","light","M602c","M6",0.743852560484651,301.64684891,0.637788707102064,0.106063853382587
"180","M602c_3004","M602c",30,"T2",29.3376388,0.654843023,"GP","light","M602c","M6",0.503706154179409,302.4876388,0.648950833269046,-0.145244679089637
"181","M602c_3106","M602c",31,"T2",30.07178241,0.777257958,"GP","light","M602c","M6",0.575071703521749,303.22178241,0.656494719170929,-0.08142301564918
"182","M602c_3201","M602c",32,"T2",31.17822921,1.171414173,"GP","light","M602c","M6",0.77537864791967,304.32822921,0.650068233012627,0.125310414907043
"183","M602c_3303","M602c",33,"T2",32.32113075,0.60776351,"GP","light","M602c","M6",0.474844089045267,305.47113075,0.527834816381788,-0.0529907273365203
"184","M602c_3404","M602c",34,"T2",33.07969292,0.215680264,"GP","light","M602c","M6",0.195303808179511,306.22969292,0.215313019739974,-0.0200092115604627
"185","M602d_2703","M602d",27,"T2",26.43874085,0.888675206,"GP","light","M602d","M6",0.635875634085447,299.58874085,0.608224402638952,0.0276512314464953
"186","M602d_2805","M602d",28,"T2",27.35874233,0.824807791,"GP","light","M602d","M6",0.601474661487914,300.50874233,0.621582891058861,-0.0201082295709469
"187","M602d_2906","M602d",29,"T2",28.20061084,0.77925911,"GP","light","M602d","M6",0.576197047319024,301.35061084,0.633632425983229,-0.057435378664205
"188","M602d_3002","M602d",30,"T2",29.38550441,1.036417203,"GP","light","M602d","M6",0.711191990761295,302.53550441,0.649534894990733,0.0616570957705619
"189","M602d_3104","M602d",31,"T2",29.9710565,1.150190638,"GP","light","M602d","M6",0.765556507045932,303.1210565,0.655705046047752,0.109851460998179
"190","M602d_3205","M602d",32,"T2",31.39725609,0.869712273,"GP","light","M602d","M6",0.625784554322225,304.54725609,0.641758214253262,-0.0159736599310371
"191","M602d_3301","M602d",33,"T2",32.35668305,0.845496092,"GP","light","M602d","M6",0.612748125902363,305.50668305,0.519146491052456,0.093601634849907
"192","M602d_3402","M602d",34,"T2",33.0867253,0.214525411,"GP","light","M602d","M6",0.194353392254793,306.2367253,0.210910024985844,-0.0165566327310518
"193","K20Ca_2704","K20Ca",27,"C",26.36481988,0.988428379,"GP","light","K20Ca","K2",0.687344567415752,299.51481988,0.645997133496384,0.0413474339193677
"194","K20Ca_2806","K20Ca",28,"C",27.30945628,0.881666215,"GP","light","K20Ca","K2",0.632157668898057,300.45945628,0.667085821614623,-0.0349281527165652
"195","K20Ca_2901","K20Ca",29,"C",28.40125521,1.348840867,"GP","light","K20Ca","K2",0.853921958384108,301.55125521,0.690367804961239,0.163554153422869
"196","K20Ca_3003","K20Ca",30,"C",29.24296276,1.099078567,"GP","light","K20Ca","K2",0.741498470819262,302.39296276,0.706032356108532,0.0354661147107307
"197","K20Ca_3105","K20Ca",31,"C",30.00014011,1.360162904,"GP","light","K20Ca","K2",0.858730643773901,303.15014011,0.715414663718482,0.143315980055419
"198","K20Ca_3206","K20Ca",32,"C",31.27275612,0.842676413,"GP","light","K20Ca","K2",0.611219087037974,304.42275612,0.698745933589362,-0.0875268465513875
"199","K20Ca_3302","K20Ca",33,"C",32.58491569,1.090149341,"GP","light","K20Ca","K2",0.737235518447855,305.73491569,0.531276826926634,0.20595869152122
"200","K20Ca_3403","K20Ca",34,"C",33.14568157,0.497491316,"GP","light","K20Ca","K2",0.403791251992323,306.29568157,0.347958406552149,0.0558328454401734
"201","K20Cb_2703","K20Cb",27,"C",26.21174644,0.856144718,"GP","light","K20Cb","K2",0.618501604384613,299.36174644,0.642541054375209,-0.0240394499905967
"202","K20Cb_2804","K20Cb",28,"C",27.13471087,0.766966407,"GP","light","K20Cb","K2",0.569264181838223,300.28471087,0.663224885486897,-0.0939607036486738
"203","K20Cb_2906","K20Cb",29,"C",28.27598873,0.681236128,"GP","light","K20Cb","K2",0.519529313330255,301.42598873,0.68780662058573,-0.168277307255475
"204","K20Cb_3001","K20Cb",30,"C",29.17342892,0.863843654,"GP","light","K20Cb","K2",0.622640836136118,302.32342892,0.704881822370322,-0.0822409862342046
"205","K20Cb_3103","K20Cb",31,"C",30.17381116,0.954013171,"GP","light","K20Cb","K2",0.669885294130115,303.32381116,0.716359494992121,-0.0464742008620058
"206","K20Cb_3205","K20Cb",32,"C",31.28072116,0.691712314,"GP","light","K20Cb","K2",0.52574121954101,304.43072116,0.698380520854736,-0.172639301313726
"207","K20Cb_3306","K20Cb",33,"C",32.5322023,0.362468633,"GP","light","K20Cb","K2",0.309298225638884,305.6822023,0.544017657346668,-0.234719431707784
"208","K20Cb_3402","K20Cb",34,"C",32.95014258,0.2456555,"GP","light","K20Cb","K2",0.219661897385102,306.10014258,0.422547477150992,-0.20288557976589
"209","K20Cc_2702","K20Cc",27,"C",26.48239245,0.992488151,"GP","light","K20Cc","K2",0.689384184864049,299.63239245,0.648645913758244,0.0407382711058049
"210","K20Cc_2803","K20Cc",28,"C",27.18490347,1.065900194,"GP","light","K20Cc","K2",0.725566060721245,300.33490347,0.664336244010353,0.0612298167108926
"211","K20Cc_2905","K20Cc",29,"C",28.40299263,1.159659917,"GP","light","K20Cc","K2",0.769950763466844,301.55299263,0.690403035488681,0.0795477279781632
"212","K20Cc_3006","K20Cc",30,"C",29.49292508,0.640704055,"GP","light","K20Cc","K2",0.49512545154171,302.64292508,0.709846931117087,-0.214721479575377
"213","K20Cc_3102","K20Cc",31,"C",30.458859,1.394996936,"GP","light","K20Cc","K2",0.873381951530119,303.608859,0.716371514450648,0.15701043707947
"214","K20Cc_3205","K20Cc",32,"C",31.30785126,1.194097863,"GP","light","K20Cc","K2",0.785770965689631,304.45785126,0.697098465905311,0.0886724997843197
"215","K20Cc_3305","K20Cc",33,"C",32.46430401,0.874587845,"GP","light","K20Cc","K2",0.628388819259296,305.61430401,0.559438313104554,0.068950506154742
"216","K20Cc_3401","K20Cc",34,"C",33.07677828,0.580499876,"GP","light","K20Cc","K2",0.457741174217348,306.22677828,0.375642341963037,0.0820988322543107
"217","K20Cd_2703","K20Cd",27,"C",26.33540661,0.905391415,"GP","light","K20Cd","K2",0.644687454664773,299.48540661,0.645333678906507,-0.00064622424173455
"218","K20Cd_2805","K20Cd",28,"C",27.29533164,0.973705488,"GP","light","K20Cd","K2",0.679912734338481,300.44533164,0.666774635551641,0.0131380987868399
"219","K20Cd_2906","K20Cd",29,"C",28.15526867,0.876332163,"GP","light","K20Cd","K2",0.629318894079352,301.30526867,0.685302549146677,-0.0559836550673252
"220","K20Cd_3002","K20Cd",30,"C",29.36772391,1.15311471,"GP","light","K20Cd","K2",0.766915496108321,302.51772391,0.708004058396633,0.0589114377116885
"221","K20Cd_3104","K20Cd",31,"C",30.12240875,1.231183029,"GP","light","K20Cd","K2",0.802531951081347,303.27240875,0.716144396688203,0.0863875543931443
"222","K20Cd_3205","K20Cd",32,"C",31.32679298,0.893882453,"GP","light","K20Cd","K2",0.63862893000792,304.47679298,0.696168412483328,-0.0575394824754076
"223","K20Cd_3301","K20Cd",33,"C",32.49211228,0.999297455,"GP","light","K20Cd","K2",0.692795846349309,305.64211228,0.553254647675311,0.139541198673998
"224","K20Cd_3402","K20Cd",34,"C",33.09428512,0.382144976,"GP","light","K20Cd","K2",0.323636622882613,306.24428512,0.368755435578742,-0.0451188126961288
"225","M50Ca_2705","M50Ca",27,"C",26.51785573,1.006144348,"GP","light","M50Ca","M5",0.696214645076505,299.66785573,0.898597673850897,-0.202383028774392
"226","M50Ca_2806","M50Ca",28,"C",27.24603197,0.952441784,"GP","light","M50Ca","M5",0.669080786154032,300.39603197,0.91944088828161,-0.250360102127578
"227","M50Ca_2902","M50Ca",29,"C",28.45820459,1.330230557,"GP","light","M50Ca","M5",0.845967214184378,301.60820459,0.953572543230507,-0.107605329046129
"228","M50Ca_3003","M50Ca",30,"C",29.23151756,1.165852199,"GP","light","M50Ca","M5",0.772813909408454,302.38151756,0.974217741597189,-0.201403832188734
"229","M50Ca_3105","M50Ca",31,"C",30.0699239,1.176394459,"GP","light","M50Ca","M5",0.777669589678956,303.2199239,0.992672272611695,-0.215002682932739
"230","M50Ca_3201","M50Ca",32,"C",31.34643096,1.214495902,"GP","light","M50Ca","M5",0.79502479384881,304.49643096,0.980718675075037,-0.185693881226227
"231","M50Ca_3302","M50Ca",33,"C",32.43015666,0.945051116,"GP","light","M50Ca","M5",0.665288257444872,305.58015666,0.782457341874117,-0.117169084429245
"232","M50Ca_3404","M50Ca",34,"C",33.18135662,0.255903726,"GP","light","M50Ca","M5",0.227855413834263,306.33135662,0.343203313872635,-0.115347900038372
"233","M50Cb_2702","M50Cb",27,"C",26.41612588,0.910401478,"GP","light","M50Cb","M5",0.647313417875813,299.56612588,0.895674380033571,-0.248360962157758
"234","M50Cb_2804","M50Cb",28,"C",27.24797158,1.035712104,"GP","light","M50Cb","M5",0.710845685939474,300.39797158,0.919496185009302,-0.208650499069828
"235","M50Cb_2905","M50Cb",29,"C",28.38731382,1.163755436,"GP","light","M50Cb","M5",0.771845339810152,301.53731382,0.95161309918249,-0.179767759372338
"236","M50Cb_3001","M50Cb",30,"C",29.01960246,1.240023431,"GP","light","M50Cb","M5",0.806486326080097,302.16960246,0.968740602525294,-0.162254276445197
"237","M50Cb_3103","M50Cb",31,"C",30.68093916,1.305500452,"GP","light","M50Cb","M5",0.835297768717521,303.83093916,0.99799726933921,-0.162699500621689
"238","M50Cb_3204","M50Cb",32,"C",31.19506624,1.182407053,"GP","light","M50Cb","M5",0.78042842042498,304.34506624,0.98819874727817,-0.20777032685319
"239","M50Cb_3306","M50Cb",33,"C",32.28596855,0.446985949,"GP","light","M50Cb","M5",0.369482737166817,305.43596855,0.831222138849671,-0.461739401682854
"240","M50Cb_3401","M50Cb",34,"C",33.16716834,0.404529449,"GP","light","M50Cb","M5",0.339702334946474,306.31716834,0.354749375017117,-0.0150470400706428
"241","M50Cc_2701","M50Cc",27,"C",26.41487449,0.793158892,"GP","light","M50Cc","M5",0.583978808655385,299.56487449,0.895638404876341,-0.311659596220956
"242","M50Cc_2802","M50Cc",28,"C",27.13856787,1.035217801,"GP","light","M50Cc","M5",0.71060284068595,300.28856787,0.916375068731816,-0.205772228045866
"243","M50Cc_2904","M50Cc",29,"C",28.73473366,1.121776926,"GP","light","M50Cc","M5",0.7522539102549,301.88473366,0.961135236116295,-0.208881325861395
"244","M50Cc_3005","M50Cc",30,"C",29.31360184,0.585062363,"GP","light","M50Cc","M5",0.460623752296546,302.46360184,0.976283811954227,-0.515660059657682
"245","M50Cc_3101","M50Cc",31,"C",30.36474967,1.361066558,"GP","light","M50Cc","M5",0.859113448303233,303.51474967,0.996669395713251,-0.137555947410018
"246","M50Cc_3203","M50Cc",32,"C",31.24165259,1.168435209,"GP","light","M50Cc","M5",0.77400580559006,304.39165259,0.986184907178691,-0.21217910158863
"247","M50Cc_3304","M50Cc",33,"C",32.46674477,0.776828729,"GP","light","M50Cc","M5",0.57483016242279,305.61674477,0.768523862154259,-0.193693699731469
"248","M50Cc_3406","M50Cc",34,"C",33.10197827,0.194702971,"GP","light","M50Cc","M5",0.177897594654723,306.25197827,0.406129511370987,-0.228231916716264
"249","M50Cd_2701","M50Cd",27,"C",26.50462592,4.185732468,"GP","light","M50Cd","M5",1.64591109843524,299.65462592,0.89821764529691,0.747693453138331
"250","M50Cd_2803","M50Cd",28,"C",27.06772631,4.407358502,"GP","light","M50Cd","M5",1.68776071151242,300.21772631,0.914351883870709,0.773408827641715
"251","M50Cd_2904","M50Cd",29,"C",28.64926439,4.997190497,"GP","light","M50Cd","M5",1.79129110906455,301.79926439,0.958813315368029,0.832477793696525
"252","M50Cd_3006","M50Cd",30,"C",29.452809,2.087289898,"GP","light","M50Cd","M5",1.12729365040787,302.602809,0.979698952168923,0.14759469823895
"253","M50Cd_3102","M50Cd",31,"C",30.38137227,4.81951987,"GP","light","M50Cd","M5",1.76121776177674,303.53137227,0.996827945396824,0.76438981637992
"254","M50Cd_3203","M50Cd",32,"C",31.32223235,4.959308341,"GP","light","M50Cd","M5",1.78495442417513,304.47223235,0.982103586843532,0.802850837331599
"255","M50Cd_3305","M50Cd",33,"C",32.45307145,3.078272878,"GP","light","M50Cd","M5",1.40567358457763,305.60307145,0.773808240160595,0.631865344417033
"256","M50Cd_3407","M50Cd",34,"C",33.13682895,1.082588956,"GP","light","M50Cd","M5",0.733611810112946,306.28682895,0.379003115525777,0.35460869458717
"257","M60Ca_2706","M60Ca",27,"C",26.29118037,0.740932937,"GP","light","M60Ca","M6",0.554421140227947,299.44118037,0.599963862569715,-0.045542722341768
"258","M60Ca_2802","M60Ca",28,"C",27.13421339,0.970870946,"GP","light","M60Ca","M6",0.678475549618995,300.28421339,0.612513022924975,0.06596252669402
"259","M60Ca_2903","M60Ca",29,"C",28.44959961,0.986513507,"GP","light","M60Ca","M6",0.686381095645323,301.59959961,0.631846511274711,0.0545345843706124
"260","M60Ca_3005","M60Ca",30,"C",29.18514998,0.528698939,"GP","light","M60Ca","M6",0.424417006970839,302.33514998,0.642272014329044,-0.217855007358205
"261","M60Ca_3101","M60Ca",31,"C",30.3514694,1.212462029,"GP","light","M60Ca","M6",0.79410593571878,303.5014694,0.655519405354963,0.138586530363817
"262","M60Ca_3202","M60Ca",32,"C",31.38580314,1.139945573,"GP","light","M60Ca","M6",0.760780395532761,304.53580314,0.647214226289175,0.113566169243586
"263","M60Ca_3304","M60Ca",33,"C",32.42748933,0.597208966,"GP","light","M60Ca","M6",0.468257709764927,305.57748933,0.522564125904355,-0.0543064161394274
"264","M60Ca_3405","M60Ca",34,"C",33.10696028,0.183293141,"GP","light","M60Ca","M6",0.168301348890266,306.25696028,0.221174682788919,-0.0528733338986526
"265","M60Cb_2704","M60Cb",27,"C",26.28498025,0.881581251,"GP","light","M60Cb","M6",0.632112514280519,299.43498025,0.599871267237399,0.0322412470431196
"266","M60Cb_2805","M60Cb",28,"C",27.37145484,0.833239909,"GP","light","M60Cb","M6",0.606084843544603,300.52145484,0.616027973214258,-0.00994312966965516
"267","M60Cb_2901","M60Cb",29,"C",28.30766567,1.092150287,"GP","light","M60Cb","M6",0.738192382532519,301.45766567,0.62978601712992,0.108406365402599
"268","M60Cb_3002","M60Cb",30,"C",29.40099195,0.906363896,"GP","light","M60Cb","M6",0.645197708310012,302.55099195,0.645184698574956,1.30097350563574e-05
"269","M60Cb_3104","M60Cb",31,"C",30.02411286,1.011009743,"GP","light","M60Cb","M6",0.698636955632085,303.17411286,0.652676505548767,0.0459604500833185
"270","M60Cb_3206","M60Cb",32,"C",31.35804599,0.591827351,"GP","light","M60Cb","M6",0.464882633676975,304.50804599,0.648143349363481,-0.183260715686506
"271","M60Cb_3301","M60Cb",33,"C",32.35930273,0.7884598,"GP","light","M60Cb","M6",0.581354802528345,305.50930273,0.53946025149388,0.0418945510344652
"272","M60Cb_3403","M60Cb",34,"C",33.17980026,0.222288161,"GP","light","M60Cb","M6",0.200724643915998,306.32980026,0.170813844972148,0.0299107989438502
"273","M60Cc_2706","M60Cc",27,"C",26.39596864,0.780604494,"GP","light","M60Cc","M6",0.576952910022608,299.54596864,0.601528184566512,-0.0245752745439047
"274","M60Cc_2801","M60Cc",28,"C",27.16112401,0.871976369,"GP","light","M60Cc","M6",0.626994754578289,300.31112401,0.61291214250976,0.0140826120685285
"275","M60Cc_2903","M60Cc",29,"C",28.80629054,0.994001107,"GP","light","M60Cc","M6",0.690143226704989,301.95629054,0.6369697558076,0.0531734708973891
"276","M60Cc_3004","M60Cc",30,"C",29.33993631,0.576234368,"GP","light","M60Cc","M6",0.455038691039252,302.48993631,0.644371382672197,-0.189332691632945
"277","M60Cc_3106","M60Cc",31,"C",29.88401847,0.762573913,"GP","light","M60Cc","M6",0.566775191278879,303.03401847,0.651166787695758,-0.0843915964168795
"278","M60Cc_3202","M60Cc",32,"C",31.47486591,1.088036833,"GP","light","M60Cc","M6",0.736224310190474,304.62486591,0.64376988522002,0.0924544249704545
"279","M60Cc_3303","M60Cc",33,"C",32.50392171,0.726774461,"GP","light","M60Cc","M6",0.546255194805243,305.65392171,0.50131374983353,0.044941444971713
"280","M60Cc_3405","M60Cc",34,"C",32.98505792,0.132312243,"GP","light","M60Cc","M6",0.124261774784922,306.13505792,0.296676329355393,-0.172414554570471
"281","M60Cd_2705","M60Cd",27,"C",26.46612711,0.800510322,"GP","light","M60Cd","M6",0.588070136942346,299.61612711,0.602574865229021,-0.0145047282866757
"282","M60Cd_2801","M60Cd",28,"C",27.2167535,0.948343629,"GP","light","M60Cd","M6",0.666979590587555,300.3667535,0.613736874714004,0.0532427158735509
"283","M60Cd_2902","M60Cd",29,"C",28.47398725,1.086564897,"GP","light","M60Cd","M6",0.735519123848783,301.62398725,0.632199507459645,0.103319616389138
"284","M60Cd_3004","M60Cd",30,"C",29.27917435,0.643200054,"GP","light","M60Cd","M6",0.496645593054863,302.42917435,0.643553231229808,-0.146907638174945
"285","M60Cd_3106","M60Cd",31,"C",30.01212774,0.73093276,"GP","light","M60Cd","M6",0.548660430841103,303.16212774,0.652552891765584,-0.10389246092448
"286","M60Cd_3201","M60Cd",32,"C",31.20467013,1.242220902,"GP","light","M60Cd","M6",0.807466848788277,304.35467013,0.652214417690879,0.155252431097399
"287","M60Cd_3303","M60Cd",33,"C",32.44314712,0.756793072,"GP","light","M60Cd","M6",0.563490028791601,305.59314712,0.518416575490737,0.0450734533008638
"288","M60Cd_3404","M60Cd",34,"C",33.26522731,0.238324482,"GP","light","M60Cd","M6",0.213759241696794,306.41522731,0.106575359287069,0.107183882409725
"289","K203a_2702","K203a",27,"T3",26.43676416,0.848773282,"GP","light","K203a","K2",0.614522328337478,299.58676416,0.644940650438346,-0.0304183221008685
"290","K203a_2803","K203a",28,"T3",27.1939769,0.912810266,"GP","light","K203a","K2",0.64857350414883,300.3439769,0.659829710810069,-0.0112562066612389
"291","K203a_2905","K203a",29,"T3",28.31667203,1.126552322,"GP","light","K203a","K2",0.754502040158448,301.46667203,0.681738949304113,0.0727630908543349
"292","K203a_3006","K203a",30,"T3",29.37363933,0.560633246,"GP","light","K203a","K2",0.445091665818478,302.52363933,0.701964346435033,-0.256872680616555
"293","K203a_3102","K203a",31,"T3",30.42629868,1.395100241,"GP","light","K203a","K2",0.873425084266762,303.57629868,0.719826149847843,0.153598934418919
"294","K203a_3204","K203a",32,"T3",31.38979109,1.093713484,"GP","light","K203a","K2",0.738939275961541,304.53979109,0.72180397596209,0.0171352999994504
"295","K203a_3305","K203a",33,"T3",32.42661286,0.677116241,"GP","light","K203a","K2",0.517075795286851,305.57661286,0.615064684879195,-0.0979888895923435
"296","K203a_3401","K203a",34,"T3",33.1084862,0.374416683,"GP","light","K203a","K2",0.318029410561844,306.2584862,0.294173813137179,0.0238555974246648
"297","K203b_2701","K203b",27,"T3",26.27048185,1.040925516,"GP","light","K203b","K2",0.713403389286239,299.42048185,0.641660554520591,0.0717428347656476
"298","K203b_2802","K203b",28,"T3",26.92302322,1.205428699,"GP","light","K203b","K2",0.790921911316627,300.07302322,0.654511110425461,0.136410800891167
"299","K203b_2904","K203b",29,"T3",28.62893614,1.141701949,"GP","light","K203b","K2",0.76160081621872,301.77893614,0.687779995938511,0.0738208202802088
"300","K203b_3005","K203b",30,"T3",29.24767763,0.681755675,"GP","light","K203b","K2",0.519838292379011,302.39767763,0.699600537651134,-0.179762245272122
"301","K203b_3101","K203b",31,"T3",30.5093146,1.507139727,"GP","light","K203b","K2",0.919142552365754,303.6593146,0.720916099057902,0.198226453307851
"302","K203b_3203","K203b",32,"T3",31.31001639,1.429837844,"GP","light","K203b","K2",0.887824524261656,304.46001639,0.7231208588704,0.164703665391256
"303","K203b_3304","K203b",33,"T3",32.36561462,0.833777761,"GP","light","K203b","K2",0.606378189283434,305.51561462,0.629669283065041,-0.0232910937816071
"304","K203b_3406","K203b",34,"T3",33.04200767,0.296372197,"GP","light","K203b","K2",0.259569745742413,306.19200767,0.341512545224837,-0.0819427994824237
"305","K203c_2703","K203c",27,"T3",26.27916124,0.871056703,"GP","light","K203c","K2",0.626503353086068,299.42916124,0.641831856614522,-0.0153285035284543
"306","K203c_2805","K203c",28,"T3",27.28471706,0.896251723,"GP","light","K203c","K2",0.639879160315657,300.43471706,0.661608496910156,-0.0217293365944989
"307","K203c_2906","K203c",29,"T3",28.23745869,0.789402208,"GP","light","K203c","K2",0.581881602063759,301.38745869,0.680201641144505,-0.0983200390807453
"308","K203c_3002","K203c",30,"T3",29.46108923,1.058992335,"GP","light","K203c","K2",0.72221670535781,302.61108923,0.70359203738901,0.0186246679688002
"309","K203c_3104","K203c",31,"T3",30.06503908,1.2148614,"GP","light","K203c","K2",0.795189828175873,303.21503908,0.714308454526253,0.0808813736496208
"310","K203c_3205","K203c",32,"T3",31.21356399,0.849305277,"GP","light","K203c","K2",0.614810042616762,304.36356399,0.724162570681601,-0.109352528064838
"311","K203c_3301","K203c",33,"T3",32.49912536,0.990618767,"GP","light","K203c","K2",0.688445528596095,305.64912536,0.595408072168998,0.0930374564270972
"312","K203c_3402","K203c",34,"T3",33.11515152,0.388643626,"GP","light","K203c","K2",0.328327462098313,306.26515152,0.289200935605928,0.0391265264923851
"313","K203d_2704","K203d",27,"T3",26.49429016,0.794656253,"GP","light","K203d","K2",0.584813501094332,299.64429016,0.64607454539984,-0.0612610443055083
"314","K203d_2805","K203d",28,"T3",27.28950498,0.842011371,"GP","light","K203d","K2",0.610858110995386,300.43950498,0.661702321024394,-0.0508442100290085
"315","K203d_2901","K203d",29,"T3",28.39194861,1.185701699,"GP","light","K203d","K2",0.781936920699045,301.54194861,0.683198208079122,0.0987387126199228
"316","K203d_3002","K203d",30,"T3",29.41619267,0.952941841,"GP","light","K203d","K2",0.669336872137253,302.56619267,0.702757903564548,-0.0334210314272945
"317","K203d_3104","K203d",31,"T3",30.18822623,1.115218271,"GP","light","K203d","K2",0.749158008591781,303.33822623,0.716303639583509,0.0328543690082718
"318","K203d_3206","K203d",32,"T3",31.29577238,0.563398755,"GP","light","K203d","K2",0.446862140462469,304.44577238,0.723310324951471,-0.276448184489002
"319","K203d_3301","K203d",33,"T3",32.37924261,1.019626605,"GP","light","K203d","K2",0.702912645316529,305.52924261,0.626550680649959,0.0763619646665697
"320","K203d_3403","K203d",34,"T3",33.1130971,0.332547749,"GP","light","K203d","K2",0.287092710562176,306.2630971,0.290738155072131,-0.00364544450995447
"321","M503a_2701","M503a",27,"T3",26.34082557,0.842087478,"GP","light","M503a","M5",0.610899427476365,299.49082557,0.591878201630931,0.0190212258454345
"322","M503a_2803","M503a",28,"T3",27.14071458,0.912032277,"GP","light","M503a","M5",0.648166695762873,300.29071458,0.605755575515733,0.0424111202471399
"323","M503a_2904","M503a",29,"T3",28.6271168,0.972705536,"GP","light","M503a","M5",0.679405969069826,301.7771168,0.631184200687484,0.0482217683823427
"324","M503a_3006","M503a",30,"T3",29.37344768,0.310695936,"GP","light","M503a","M5",0.270558245005307,302.52344768,0.643399377105112,-0.372841132099806
"325","M503a_3102","M503a",31,"T3",30.26616997,1.173819399,"GP","light","M503a","M5",0.776485712111179,303.41616997,0.655684610100554,0.120801102010625
"326","M503a_3203","M503a",32,"T3",31.39769327,1.055279098,"GP","light","M503a","M5",0.720411652838218,304.54769327,0.651814258950532,0.0685973938876859
"327","M503a_3305","M503a",33,"T3",32.35723031,0.682315081,"GP","light","M503a","M5",0.520170869215666,305.50723031,0.558724898943846,-0.0385540297281801
"328","M503a_3406","M503a",34,"T3",33.10527515,0.195318384,"GP","light","M503a","M5",0.178412580022794,306.25527515,0.277231967378009,-0.0988193873552148
"329","M503b_2703","M503b",27,"T3",26.33363676,0.814153724,"GP","light","M503b","M5",0.595619091211602,299.48363676,0.591753093951475,0.0038659972601266
"330","M503b_2804","M503b",28,"T3",27.1393223,0.890181875,"GP","light","M503b","M5",0.636673054600457,300.2893223,0.605731500922562,0.0309415536778943
"331","M503b_2906","M503b",29,"T3",28.21418748,0.708752165,"GP","light","M503b","M5",0.535763376063266,301.36418748,0.624197349602594,-0.0884339735393278
"332","M503b_3001","M503b",30,"T3",29.10915241,1.001970039,"GP","light","M503b","M5",0.694131715246578,302.25915241,0.639166854567215,0.0549648606793637
"333","M503b_3103","M503b",31,"T3",30.51218084,1.104020598,"GP","light","M503b","M5",0.743850084751497,303.66218084,0.65786587550617,0.0859842092453267
"334","M503b_3205","M503b",32,"T3",31.42705577,0.731975261,"GP","light","M503b","M5",0.549262526550936,304.57705577,0.650914735693099,-0.101652209142163
"335","M503b_3306","M503b",33,"T3",32.53770401,0.470748925,"GP","light","M503b","M5",0.385771743842562,305.68770401,0.515683307989111,-0.129911564146548
"336","M503b_3402","M503b",34,"T3",32.9521349,0.327004565,"GP","light","M503b","M5",0.282924195434583,306.1021349,0.360038125342507,-0.0771139299079237
"337","M503c_2705","M503c",27,"T3",26.44347531,0.706804145,"GP","light","M503c","M5",0.534622700849968,299.59347531,0.593663909347731,-0.0590412084977626
"338","M503c_2806","M503c",28,"T3",27.25127118,0.75888471,"GP","light","M503c","M5",0.564679920685275,300.40127118,0.607666258979213,-0.0429863382939378
"339","M503c_2902","M503c",29,"T3",28.46582548,1.036062625,"GP","light","M503c","M5",0.711017857056097,301.61582548,0.628466606475278,0.0825512505808196
"340","M503c_3003","M503c",30,"T3",29.33620568,0.805564204,"GP","light","M503c","M5",0.590873121335748,302.48620568,0.642811857389034,-0.0519387360532865
"341","M503c_3105","M503c",31,"T3",29.87725553,0.913046138,"GP","light","M503c","M5",0.648696808306327,303.02725553,0.650897331912745,-0.00220052360641854
"342","M503c_3201","M503c",32,"T3",31.28943567,1.048377982,"GP","light","M503c","M5",0.717048251671316,304.43943567,0.654565413178974,0.0624828384923426
"343","M503c_3302","M503c",33,"T3",32.48691024,0.783159395,"GP","light","M503c","M5",0.578386731968889,305.63691024,0.529065854647332,0.0493208773215574
"344","M503c_3404","M503c",34,"T3",33.14485683,0.322774258,"GP","light","M503c","M5",0.279731241700284,306.29485683,0.253269524411376,0.0264617172889084
"345","M503d_2705","M503d",27,"T3",26.4955094,0.855638469,"GP","light","M503d","M5",0.61822882498041,299.6455094,0.594568584423396,0.023660240557014
"346","M503d_2801","M503d",28,"T3",27.18859633,0.966911226,"GP","light","M503d","M5",0.67646440671586,300.33859633,0.606583332777851,0.0698810739380089
"347","M503d_2902","M503d",29,"T3",28.54037168,1.177374822,"GP","light","M503d","M5",0.778119941065672,301.69037168,0.629724759584738,0.148395181480934
"348","M503d_3004","M503d",30,"T3",29.42594643,0.656281606,"GP","light","M503d","M5",0.504575093438244,302.57594643,0.644221695461693,-0.139646602023448
"349","M503d_3106","M503d",31,"T3",30.06976585,0.740986336,"GP","light","M503d","M5",0.554451812392244,303.21976585,0.65342337850223,-0.0989715661099861
"350","M503d_3201","M503d",32,"T3",31.40303943,1.175435499,"GP","light","M503d","M5",0.777228873922699,304.55303943,0.651655660145853,0.125573213776845
"351","M503d_3303","M503d",33,"T3",32.53488081,0.94176127,"GP","light","M503d","M5",0.663595432343521,305.68488081,0.516455108356428,0.147140323987093
"352","M503d_3404","M503d",34,"T3",33.25881571,0.309887138,"GP","light","M503d","M5",0.269940979303101,306.40881571,0.178105749514599,0.0918352297885017
"353","M603a_2704","M603a",27,"T3",26.50516698,0.906970787,"GP","light","M603a","M6",0.645516007675567,299.65516698,0.62767372817078,0.0178422795047873
"354","M603a_2806","M603a",28,"T3",27.21121343,0.895527917,"GP","light","M603a","M6",0.639497383905891,300.36121343,0.641725135322835,-0.00222775141694376
