individual.ID,temp.Cat,treatment,Temp.C,genotype,Pnet_umol.cm2.hr,Rdark_umol.cm2.hr,GP_umol.cm2.hr
M60Cb,31,C,30.02411286,M6,0.613756496,-0.397253247,1.011009743
M60Cb,32,C,31.35804599,M6,0.130665913,-0.461161438,0.591827351
M60Cb,33,C,32.35930273,M6,0.327425606,-0.461034194,0.7884598
M60Cb,34,C,33.17980026,M6,0.01870648,-0.203581681,0.222288161
M60Cc,27,C,26.39596864,M6,0.379942137,-0.400662358,0.780604495
M60Cc,28,C,27.16112401,M6,0.457770061,-0.414206308,0.871976369
M60Cc,29,C,28.80629054,M6,0.640090495,-0.353910612,0.994001107
M60Cc,30,C,29.33993631,M6,0.189320791,-0.386913577,0.576234368
M60Cc,31,C,29.88401847,M6,0.271801105,-0.490772808,0.762573913
M60Cc,32,C,31.47486591,M6,0.669022717,-0.419014117,1.088036834
M60Cc,33,C,32.50392171,M6,0.337348472,-0.389425989,0.726774461
M60Cc,34,C,32.98505792,M6,-0.203860065,-0.336172308,0.132312243
M60Cd,27,C,26.46612711,M6,0.456488981,-0.344021342,0.800510323
M60Cd,28,C,27.2167535,M6,0.50509605,-0.443247579,0.948343629
M60Cd,29,C,28.47398725,M6,0.669910583,-0.416654314,1.086564897
M60Cd,30,C,29.27917435,M6,0.218887923,-0.424312131,0.643200054
M60Cd,31,C,30.01212774,M6,0.303254051,-0.427678709,0.73093276
M60Cd,32,C,31.20467013,M6,0.718655063,-0.523565839,1.242220902
M60Cd,33,C,32.44314712,M6,0.382716151,-0.374076921,0.756793072
M60Cd,34,C,33.26522731,M6,-0.088667748,-0.32699223,0.238324482
