"","K","lwr_CI","upr_CI",".fitted","genotype","treatment","rate.type","species"
"2053",296.177927784739,0.945987681824892,1.03197684885495,0.931778845627021,"MA1","deep","GP","PAST"
"2054",296.248098955984,0.947251236915756,1.03394846221647,0.933283641393389,"MA1","deep","GP","PAST"
"2055",296.318270127229,0.948504863865814,1.0359047287507,0.934783268441536,"MA1","deep","GP","PAST"
"2056",296.388441298474,0.949748307765198,1.03784527492757,0.936277574499824,"MA1","deep","GP","PAST"
"2057",296.458612469719,0.950981306883449,1.03976971793957,0.937766402105955,"MA1","deep","GP","PAST"
"2058",296.528783640964,0.952203592500851,1.0417468841431,0.939249588436473,"MA1","deep","GP","PAST"
"2059",296.598954812209,0.953414888736301,1.04385338393012,0.940726965130998,"MA1","deep","GP","PAST"
"2060",296.669125983454,0.954614912371645,1.0459418733896,0.942198358111015,"MA1","deep","GP","PAST"
"2061",296.739297154699,0.955803372672466,1.04801191170068,0.943663587393087,"MA1","deep","GP","PAST"
"2062",296.809468325944,0.956979971205287,1.05006304715505,0.945122466896323,"MA1","deep","GP","PAST"
"2063",296.879639497189,0.957902266091391,1.05209481692617,0.946574804243984,"MA1","deep","GP","PAST"
"2064",296.949810668434,0.958659927365302,1.05410674683564,0.948020400559031,"MA1","deep","GP","PAST"
"2065",297.019981839679,0.959406890852494,1.05609835111667,0.949459050253473,"MA1","deep","GP","PAST"
"2066",297.090153010924,0.960142879533675,1.05806913217472,0.950890540811367,"MA1","deep","GP","PAST"
"2067",297.160324182169,0.960867609140702,1.06001858034547,0.952314652565282,"MA1","deep","GP","PAST"
"2068",297.230495353414,0.961580787981888,1.06194617365015,0.953731158466084,"MA1","deep","GP","PAST"
"2069",297.300666524659,0.962282116763836,1.06385137754841,0.955139823845862,"MA1","deep","GP","PAST"
"2070",297.370837695904,0.962971288409777,1.06573364468878,0.956540406173822,"MA1","deep","GP","PAST"
"2071",297.441008867149,0.963647987874376,1.06759241465685,0.957932654804999,"MA1","deep","GP","PAST"
"2072",297.511180038394,0.964311891954991,1.06942711372144,0.95931631072159,"MA1","deep","GP","PAST"
"2073",297.581351209639,0.964962669099347,1.07123715457866,0.960691106266741,"MA1","deep","GP","PAST"
"2074",297.651522380884,0.965599979209626,1.07302193609433,0.962056764870629,"MA1","deep","GP","PAST"
"2075",297.721693552128,0.966223473442945,1.07478084304468,0.963413000768639,"MA1","deep","GP","PAST"
"2076",297.791864723374,0.966832794008206,1.07651324585563,0.964759518711474,"MA1","deep","GP","PAST"
"2077",297.862035894618,0.967427573959312,1.07821850034088,0.96609601366701,"MA1","deep","GP","PAST"
"2078",297.932207065863,0.968007436984756,1.07994489614553,0.967422170513741,"MA1","deep","GP","PAST"
"2079",298.002378237108,0.968571997193552,1.08169595136094,0.968737663725605,"MA1","deep","GP","PAST"
"2080",298.072549408353,0.969120858897539,1.08340884778575,0.970042157048044,"MA1","deep","GP","PAST"
"2081",298.142720579598,0.969653616390047,1.08508278618993,0.971335303165095,"MA1","deep","GP","PAST"
"2082",298.212891750843,0.970169853720944,1.08671695302014,0.972616743357374,"MA1","deep","GP","PAST"
"2083",298.283062922088,0.970669144468074,1.08831052028278,0.973886107150745,"MA1","deep","GP","PAST"
"2084",298.353234093333,0.971151051505115,1.08986264543292,0.975143011955527,"MA1","deep","GP","PAST"
"2085",298.423405264578,0.971615126765879,1.09137247126948,0.976387062696066,"MA1","deep","GP","PAST"
"2086",298.493576435823,0.972060911005085,1.09283912583707,0.97761785143051,"MA1","deep","GP","PAST"
"2087",298.563747607068,0.97248793355565,1.09426172233493,0.978834956960636,"MA1","deep","GP","PAST"
"2088",298.633918778313,0.972895712082539,1.09563935903342,0.98003794443156,"MA1","deep","GP","PAST"
"2089",298.704089949558,0.973283752333228,1.09697111919841,0.981226364921204,"MA1","deep","GP","PAST"
"2090",298.774261120803,0.973651547884843,1.09825607102415,0.98239975501936,"MA1","deep","GP","PAST"
"2091",298.844432292048,0.973998579888029,1.09949326757493,0.983557636396237,"MA1","deep","GP","PAST"
"2092",298.914603463293,0.974324316807646,1.10068174673619,0.984699515360347,"MA1","deep","GP","PAST"
"2093",298.984774634538,0.974628214160355,1.10182053117538,0.985824882405634,"MA1","deep","GP","PAST"
"2094",299.054945805783,0.974909714249196,1.10290862831323,0.986933211747728,"MA1","deep","GP","PAST"
"2095",299.125116977028,0.975168245895263,1.10394503030579,0.98802396084924,"MA1","deep","GP","PAST"
"2096",299.195288148273,0.975403224166571,1.10492871403788,0.989096569934004,"MA1","deep","GP","PAST"
"2097",299.265459319518,0.975596385101167,1.10585864112844,0.990150461490229,"MA1","deep","GP","PAST"
"2098",299.335630490763,0.975765196315294,1.10673375794823,0.991185039762469,"MA1","deep","GP","PAST"
"2099",299.405801662008,0.975921043418559,1.10755299565055,0.992199690232418,"MA1","deep","GP","PAST"
"2100",299.475972833253,0.976063518176303,1.1083152702155,0.993193779088486,"MA1","deep","GP","PAST"
"2101",299.546144004498,0.976192199186905,1.10904298941555,0.994166652684168,"MA1","deep","GP","PAST"
"2102",299.616315175743,0.976283914330373,1.10981208701619,0.995117636985251,"MA1","deep","GP","PAST"
"2103",299.686486346988,0.976336427515367,1.11053131191945,0.99604603700587,"MA1","deep","GP","PAST"
"2104",299.756657518233,0.976360179406101,1.11119953024323,0.996951136233523,"MA1","deep","GP","PAST"
"2105",299.826828689478,0.976354448698926,1.11181558701529,0.997832196043127,"MA1","deep","GP","PAST"
"2106",299.896999860723,0.976318497503984,1.11237830604341,0.99868845510026,"MA1","deep","GP","PAST"
"2107",299.967171031968,0.976251571053752,1.11288648979927,0.999519128753731,"MA1","deep","GP","PAST"
"2108",300.037342203213,0.976152897411017,1.11333891931675,1.00032340841769,"MA1","deep","GP","PAST"
"2109",300.107513374458,0.976021687176547,1.11411326728493,1.00110046094352,"MA1","deep","GP","PAST"
"2110",300.177684545703,0.975857133196752,1.11496246283575,1.00184942798173,"MA1","deep","GP","PAST"
"2111",300.247855716948,0.975658410271634,1.11576285809866,1.00256942533426,"MA1","deep","GP","PAST"
"2112",300.318026888193,0.975424674863356,1.1165131505074,1.00325954229741,"MA1","deep","GP","PAST"
"2113",300.388198059438,0.975155064805754,1.11721200682212,1.00391884099594,"MA1","deep","GP","PAST"
"2114",300.458369230683,0.974848699015158,1.11785806269279,1.00454635570873,"MA1","deep","GP","PAST"
"2115",300.528540401928,0.974504677202896,1.11844992223403,1.00514109218642,"MA1","deep","GP","PAST"
"2116",300.598711573173,0.974122079589858,1.11898615761282,1.00570202696177,"MA1","deep","GP","PAST"
"2117",300.668882744418,0.97369996662354,1.11946530865058,1.0062281066532,"MA1","deep","GP","PAST"
"2118",300.739053915663,0.973237378697996,1.11988588244096,1.00671824726227,"MA1","deep","GP","PAST"
"2119",300.809225086908,0.972733335877133,1.12024635298515,1.00717133346579,"MA1","deep","GP","PAST"
"2120",300.879396258153,0.972186837621828,1.12054516084629,1.00758621790343,"MA1","deep","GP","PAST"
"2121",300.949567429398,0.971596862521343,1.12078071282473,1.00796172046172,"MA1","deep","GP","PAST"
"2122",301.019738600643,0.970962368029544,1.12095138165595,1.00829662755531,"MA1","deep","GP","PAST"
"2123",301.089909771888,0.970282290206455,1.12105550573308,1.00858969140661,"MA1","deep","GP","PAST"
"2124",301.160080943133,0.969555543465678,1.12109138885589,1.00883962932497,"MA1","deep","GP","PAST"
"2125",301.230252114377,0.968781020328266,1.12105730000847,1.0090451229865,"MA1","deep","GP","PAST"
"2126",301.300423285623,0.967957591183608,1.12095147316749,1.0092048177159,"MA1","deep","GP","PAST"
"2127",301.370594456867,0.967084104057962,1.12077210714342,1.0093173217717,"MA1","deep","GP","PAST"
"2128",301.440765628112,0.966159384391233,1.12051736545679,1.00938120563641,"MA1","deep","GP","PAST"
"2129",301.510936799357,0.965182234822671,1.12018537625201,1.00939500131307,"MA1","deep","GP","PAST"
"2130",301.581107970602,0.964151434986139,1.11977423225094,1.00935720163011,"MA1","deep","GP","PAST"
"2131",301.651279141847,0.963065741315655,1.1192819907488,1.00926625955606,"MA1","deep","GP","PAST"
"2132",301.721450313092,0.961923886861904,1.11870667365482,1.0091205875263,"MA1","deep","GP","PAST"
"2133",301.791621484337,0.96072458112046,1.11804626758033,1.00891855678366,"MA1","deep","GP","PAST"
"2134",301.861792655582,0.95946650987248,1.11729872397672,1.00865849673519,"MA1","deep","GP","PAST"
"2135",301.931963826827,0.958148335038617,1.11646195932609,1.0083386943272,"MA1","deep","GP","PAST"
"2136",302.002134998072,0.956768694546969,1.11553385538713,1.00795739344118,"MA1","deep","GP","PAST"
"2137",302.072306169317,0.955326202215865,1.11451225949913,1.00751279431296,"MA1","deep","GP","PAST"
"2138",302.142477340562,0.953819447652319,1.11339498494666,1.00700305297771,"MA1","deep","GP","PAST"
"2139",302.212648511807,0.952246996167027,1.11217981138781,1.0064262807438,"MA1","deep","GP","PAST"
"2140",302.282819683052,0.950607388706735,1.11086448534873,1.00578054369813,"MA1","deep","GP","PAST"
"2141",302.352990854297,0.94889914180492,1.10944672078713,1.00506386224615,"MA1","deep","GP","PAST"
"2142",302.423162025542,0.947120747551666,1.10792419972767,1.00427421068971,"MA1","deep","GP","PAST"
"2143",302.493333196787,0.945270673583653,1.10629457297166,1.00340951684585,"MA1","deep","GP","PAST"
"2144",302.563504368032,0.943347363095246,1.10455546088401,1.00246766171024,"MA1","deep","GP","PAST"
"2145",302.633675539277,0.941349234871604,1.10270445425987,1.00144647916852,"MA1","deep","GP","PAST"
"2146",302.703846710522,0.939274683344842,1.10073911527349,1.00034375575935,"MA1","deep","GP","PAST"
"2147",302.774017881767,0.93712207867417,1.09865697851185,0.999157230492911,"MA1","deep","GP","PAST"
"2148",302.844189053012,0.934889766851128,1.0964555520953,0.99788459472867,"MA1","deep","GP","PAST"
"2149",302.914360224257,0.932576069830853,1.0941323188874,0.996523492116483,"MA1","deep","GP","PAST"
"2150",302.984531395502,0.930179285690495,1.09168473779618,0.99507151860503,"MA1","deep","GP","PAST"
"2151",303.054702566747,0.927697688815805,1.08923178137944,0.993526222521778,"MA1","deep","GP","PAST"
"2152",303.124873737992,0.925129530117005,1.08691187558304,0.991885104728708,"MA1","deep","GP","PAST"
"2153",303.195044909237,0.922473037275016,1.08446546094823,0.990145618858096,"MA1","deep","GP","PAST"
"2154",303.265216080482,0.91972641501917,1.08188967860419,0.988305171632714,"MA1","deep","GP","PAST"
"2155",303.335387251727,0.916887845437511,1.07918164068215,0.98636112327482,"MA1","deep","GP","PAST"
"2156",303.405558422972,0.91395548832084,1.07633843204898,0.984310788008379,"MA1","deep","GP","PAST"
"2157",303.475729594217,0.910927481541658,1.07335711216101,0.9821514346589,"MA1","deep","GP","PAST"
"2158",303.545900765462,0.907801941469152,1.07023471703968,0.979880287355315,"MA1","deep","GP","PAST"
"2159",303.616071936707,0.90457696342142,1.06696826137032,0.977494526338249,"MA1","deep","GP","PAST"
"2160",303.686243107952,0.901250622156119,1.06355474072482,0.974991288878993,"MA1","deep","GP","PAST"
"2161",303.756414279197,0.897820972400734,1.05999113390883,0.972367670313415,"MA1","deep","GP","PAST"
"2162",303.826585450442,0.894286049423687,1.05627440543355,0.969620725194908,"MA1","deep","GP","PAST"
"2163",303.896756621687,0.890643869647473,1.05240150811159,0.966747468570364,"MA1","deep","GP","PAST"
"2164",303.966927792932,0.886792917717267,1.04836938577632,0.963744877383002,"MA1","deep","GP","PAST"
"2165",304.037098964177,0.882758912505614,1.0441749761233,0.960609892005686,"MA1","deep","GP","PAST"
"2166",304.107270135422,0.878606808587873,1.03981521367173,0.957339417908059,"MA1","deep","GP","PAST"
"2167",304.177441306667,0.874334536312907,1.03528703284401,0.953930327460738,"MA1","deep","GP","PAST"
"2168",304.247612477912,0.869940016643902,1.03058737115998,0.950379461879347,"MA1","deep","GP","PAST"
"2169",304.317783649157,0.865421162427052,1.02571317254267,0.946683633310915,"MA1","deep","GP","PAST"
"2170",304.387954820402,0.860447504997429,1.02066139073126,0.942839627064807,"MA1","deep","GP","PAST"
"2171",304.458125991647,0.854880546099777,1.0154289927966,0.938844203989924,"MA1","deep","GP","PAST"
"2172",304.528297162892,0.84918137544277,1.01001296275393,0.934694102999505,"MA1","deep","GP","PAST"
"2173",304.598468334137,0.843348746214376,1.00441030526692,0.930386043744372,"MA1","deep","GP","PAST"
"2174",304.668639505382,0.837381433111022,0.998618049436201,0.925916729434881,"MA1","deep","GP","PAST"
"2175",304.738810676626,0.831278233493984,0.992633252665484,0.921282849811465,"MA1","deep","GP","PAST"
"2176",304.808981847872,0.825037968547667,0.986453004597197,0.91648108426286,"MA1","deep","GP","PAST"
"2177",304.879153019116,0.818659484438119,0.980074431109321,0.911508105090671,"MA1","deep","GP","PAST"
"2178",304.949324190361,0.812141653469722,0.973494698364259,0.906360580918103,"MA1","deep","GP","PAST"
"2179",305.019495361606,0.805483375238292,0.966711016900266,0.901035180240208,"MA1","deep","GP","PAST"
