"","K","lwr_CI","upr_CI",".fitted","genotype","treatment","rate.type","species"
"645",302.798736183855,0.520930159969821,0.561642139034145,0.522539131867522,"ML2","deep","R","DLAB"
"646",302.870367609438,0.521249277630405,0.562418503765699,0.523279131259229,"ML2","deep","R","DLAB"
"647",302.94199903502,0.521568086462989,0.563194501350322,0.524018780701365,"ML2","deep","R","DLAB"
"648",303.013630460602,0.521886593964754,0.563970132048389,0.52475808044211,"ML2","deep","R","DLAB"
"649",303.085261886185,0.522204807287219,0.56474539612003,0.52549703072941,"ML2","deep","R","DLAB"
"650",303.156893311767,0.522522733252553,0.565520293825132,0.526235631810977,"ML2","deep","R","DLAB"
"651",303.228524737349,0.522830472035083,0.566294825423342,0.526973883934288,"ML2","deep","R","DLAB"
"652",303.300156162932,0.523119916718511,0.567068991174043,0.527711787346589,"ML2","deep","R","DLAB"
"653",303.371787588514,0.523409105874311,0.567842791336392,0.528449342294889,"ML2","deep","R","DLAB"
"654",303.443419014096,0.523698045145933,0.56861622616929,0.529186549025965,"ML2","deep","R","DLAB"
"655",303.515050439679,0.523986739918055,0.569389295931399,0.529923407786361,"ML2","deep","R","DLAB"
"656",303.586681865261,0.524275195328777,0.570162000881132,0.530659918822389,"ML2","deep","R","DLAB"
"657",303.658313290843,0.524563416281199,0.570934341276659,0.531396082380129,"ML2","deep","R","DLAB"
"658",303.729944716426,0.524851407454462,0.571718200476216,0.532131898705427,"ML2","deep","R","DLAB"
"659",303.801576142008,0.525139173314286,0.572502028949565,0.532867368043899,"ML2","deep","R","DLAB"
"660",303.87320756759,0.525426718122971,0.57328548788226,0.533602490640927,"ML2","deep","R","DLAB"
"661",303.944838993173,0.525714045948929,0.57406857753559,0.534337266741664,"ML2","deep","R","DLAB"
"662",304.016470418755,0.526001160675822,0.574851298170559,0.535071696591032,"ML2","deep","R","DLAB"
"663",304.088101844337,0.526288066011212,0.575633650047959,0.535805780433721,"ML2","deep","R","DLAB"
"664",304.15973326992,0.526574765494765,0.576415633428322,0.53653951851419,"ML2","deep","R","DLAB"
"665",304.231364695502,0.526861262506171,0.577197248571937,0.53727291107667,"ML2","deep","R","DLAB"
"666",304.302996121084,0.527147560272623,0.577978495738856,0.53800595836516,"ML2","deep","R","DLAB"
"667",304.374627546667,0.527433661875948,0.578759375188851,0.538738660623429,"ML2","deep","R","DLAB"
"668",304.446258972249,0.52771957025939,0.579539887181505,0.539471018095019,"ML2","deep","R","DLAB"
"669",304.517890397831,0.528005288234118,0.580320031976109,0.540203031023241,"ML2","deep","R","DLAB"
"670",304.589521823414,0.528290818485378,0.581099809831738,0.540934699651178,"ML2","deep","R","DLAB"
"671",304.661153248996,0.528576163578385,0.581879221007214,0.541666024221683,"ML2","deep","R","DLAB"
"672",304.732784674578,0.528861325963938,0.582658265761112,0.542397004977382,"ML2","deep","R","DLAB"
"673",304.804416100161,0.529146307983724,0.58343694435177,0.543127642160673,"ML2","deep","R","DLAB"
"674",304.876047525743,0.529431111875447,0.584215257037283,0.543857936013725,"ML2","deep","R","DLAB"
"675",304.947678951325,0.529715739777644,0.584993204075497,0.54458788677848,"ML2","deep","R","DLAB"
"676",305.019310376908,0.530000193734334,0.585770785724022,0.545317494696654,"ML2","deep","R","DLAB"
"677",305.09094180249,0.530284475699405,0.58654800224023,0.546046760009735,"ML2","deep","R","DLAB"
"678",305.162573228072,0.530568587540816,0.587324853881239,0.546775682958983,"ML2","deep","R","DLAB"
"679",305.234204653655,0.530852531044578,0.58810134090393,0.547504263785432,"ML2","deep","R","DLAB"
"680",305.305836079237,0.531136307918591,0.588877463564949,0.548232502729892,"ML2","deep","R","DLAB"
"681",305.377467504819,0.53141991979626,0.589653222120703,0.548960400032946,"ML2","deep","R","DLAB"
"682",305.449098930402,0.531703368239977,0.590428616827347,0.549687955934949,"ML2","deep","R","DLAB"
"683",305.520730355984,0.531986654744365,0.591203647940797,0.550415170676034,"ML2","deep","R","DLAB"
"684",305.592361781566,0.532269780739502,0.591978315716741,0.551142044496106,"ML2","deep","R","DLAB"
"685",305.663993207149,0.532552747593837,0.592752620410623,0.551868577634848,"ML2","deep","R","DLAB"
"686",305.735624632731,0.532835556617109,0.59352656227764,0.552594770331715,"ML2","deep","R","DLAB"
"687",305.807256058313,0.533118209063049,0.594300141572753,0.553320622825941,"ML2","deep","R","DLAB"
"688",305.878887483896,0.533400706131947,0.59507335855069,0.554046135356533,"ML2","deep","R","DLAB"
"689",305.950518909478,0.533683048973163,0.595846213465929,0.554771308162276,"ML2","deep","R","DLAB"
"690",306.02215033506,0.533965238687467,0.596618706572733,0.555496141481731,"ML2","deep","R","DLAB"
"691",306.093781760643,0.534247276329298,0.597390838125095,0.556220635553237,"ML2","deep","R","DLAB"
"692",306.165413186225,0.534529162908876,0.598162608376782,0.556944790614906,"ML2","deep","R","DLAB"
"693",306.237044611807,0.534810899394287,0.598934017581344,0.557668606904631,"ML2","deep","R","DLAB"
"694",306.30867603739,0.535092486713391,0.599705065992067,0.558392084660082,"ML2","deep","R","DLAB"
"695",306.380307462972,0.535373925755712,0.600475753862015,0.559115224118704,"ML2","deep","R","DLAB"
"696",306.451938888554,0.535655217374167,0.601246081444015,0.559838025517723,"ML2","deep","R","DLAB"
"697",306.523570314137,0.535936362386806,0.602016048990648,0.560560489094143,"ML2","deep","R","DLAB"
"698",306.595201739719,0.536217361578365,0.602785656754258,0.561282615084745,"ML2","deep","R","DLAB"
"699",306.666833165301,0.536498215701828,0.603554904986984,0.56200440372609,"ML2","deep","R","DLAB"
"700",306.738464590883,0.536778925479892,0.604323793940675,0.562725855254517,"ML2","deep","R","DLAB"
"701",306.810096016466,0.537059491606342,0.605092323866994,0.563446969906144,"ML2","deep","R","DLAB"
"702",306.881727442048,0.53733991474741,0.605860495017353,0.564167747916872,"ML2","deep","R","DLAB"
"703",306.95335886763,0.537620195542994,0.606628307642911,0.564888189522376,"ML2","deep","R","DLAB"
"704",307.024990293213,0.537900334607919,0.607395761994619,0.565608294958116,"ML2","deep","R","DLAB"
"705",307.096621718795,0.538180332533049,0.608162858323189,0.566328064459331,"ML2","deep","R","DLAB"
"706",307.168253144378,0.538460189886401,0.608929596879074,0.567047498261039,"ML2","deep","R","DLAB"
"707",307.23988456996,0.538739907214207,0.609695977912532,0.56776659659804,"ML2","deep","R","DLAB"
"708",307.311515995542,0.539019485041887,0.610462001673552,0.568485359704916,"ML2","deep","R","DLAB"
"709",307.383147421124,0.539285814733776,0.611227668411927,0.569203787816028,"ML2","deep","R","DLAB"
"710",307.454778846707,0.539544111729959,0.611992978377176,0.56992188116552,"ML2","deep","R","DLAB"
"711",307.526410272289,0.539802280471263,0.612757931818618,0.570639639987319,"ML2","deep","R","DLAB"
"712",307.598041697871,0.540060321402176,0.613522528985324,0.571357064515132,"ML2","deep","R","DLAB"
"713",307.669673123454,0.540318234950696,0.614286770126138,0.572074154982449,"ML2","deep","R","DLAB"
"714",307.741304549036,0.540576021529132,0.615050655489667,0.572790911622544,"ML2","deep","R","DLAB"
"715",307.812935974618,0.540833681534808,0.615814185324292,0.573507334668472,"ML2","deep","R","DLAB"
"716",307.884567400201,0.541091215350751,0.616577359878168,0.574223424353071,"ML2","deep","R","DLAB"
"717",307.956198825783,0.541348623346298,0.617340179399206,0.574939180908965,"ML2","deep","R","DLAB"
"718",308.027830251365,0.541605905877802,0.618102644135099,0.575654604568559,"ML2","deep","R","DLAB"
"719",308.099461676948,0.541863063289145,0.618864754333293,0.576369695564042,"ML2","deep","R","DLAB"
"720",308.17109310253,0.542120095912342,0.619626510241025,0.577084454127388,"ML2","deep","R","DLAB"
"721",308.242724528112,0.542377004068084,0.620387912105296,0.577798880490355,"ML2","deep","R","DLAB"
"722",308.314355953695,0.542633788066248,0.621148960172857,0.578512974884486,"ML2","deep","R","DLAB"
"723",308.385987379277,0.542890448206347,0.621909654690263,0.57922673754111,"ML2","deep","R","DLAB"
"724",308.457618804859,0.543146984778094,0.622669995903808,0.579940168691338,"ML2","deep","R","DLAB"
"725",308.529250230442,0.543403398061716,0.623429984059586,0.580653268566069,"ML2","deep","R","DLAB"
"726",308.600881656024,0.543659688328505,0.624189619403438,0.581366037395985,"ML2","deep","R","DLAB"
"727",308.672513081606,0.543915855841163,0.624948902180991,0.582078475411558,"ML2","deep","R","DLAB"
"728",308.744144507189,0.544171900854173,0.625707832637648,0.582790582843043,"ML2","deep","R","DLAB"
"729",308.815775932771,0.544427823614224,0.626466411018562,0.583502359920481,"ML2","deep","R","DLAB"
"730",308.887407358353,0.544683624360528,0.62722463756869,0.584213806873703,"ML2","deep","R","DLAB"
"731",308.959038783936,0.544939303325138,0.627982512532736,0.584924923932323,"ML2","deep","R","DLAB"
"732",309.030670209518,0.545194860733332,0.628740036155185,0.585635711325743,"ML2","deep","R","DLAB"
"733",309.1023016351,0.545450296803853,0.629497208680307,0.586346169283154,"ML2","deep","R","DLAB"
"734",309.173933060683,0.545705611749237,0.630254030352119,0.587056298033533,"ML2","deep","R","DLAB"
"735",309.245564486265,0.545960805776086,0.631010501414442,0.587766097805647,"ML2","deep","R","DLAB"
"736",309.317195911847,0.546215879085335,0.631766622110856,0.588475568828048,"ML2","deep","R","DLAB"
"737",309.38882733743,0.546470831872497,0.632522392684714,0.589184711329078,"ML2","deep","R","DLAB"
"738",309.460458763012,0.546725664327928,0.633277813379146,0.589893525536868,"ML2","deep","R","DLAB"
"739",309.532090188594,0.546980376637029,0.634032884437063,0.590602011679337,"ML2","deep","R","DLAB"
"740",309.603721614177,0.547234968980472,0.634787606101139,0.591310169984195,"ML2","deep","R","DLAB"
"741",309.675353039759,0.547489441534436,0.635541978613831,0.592018000678937,"ML2","deep","R","DLAB"
"742",309.746984465341,0.547743794470786,0.636296002217376,0.592725503990852,"ML2","deep","R","DLAB"
"743",309.818615890924,0.547998027957263,0.637049677153779,0.593432680147016,"ML2","deep","R","DLAB"
"744",309.890247316506,0.548252142157685,0.637803003664826,0.594139529374297,"ML2","deep","R","DLAB"
"745",309.961878742088,0.548506137232082,0.638555981992072,0.594846051899352,"ML2","deep","R","DLAB"
"746",310.033510167671,0.548760013336942,0.639336995293564,0.595552247948628,"ML2","deep","R","DLAB"
"747",310.105141593253,0.549013770625264,0.640129346135215,0.596258117748366,"ML2","deep","R","DLAB"
"748",310.176773018835,0.549267409246797,0.64092133100994,0.596963661524593,"ML2","deep","R","DLAB"
"749",310.248404444418,0.548005110968024,0.641712950171218,0.597668879503132,"ML2","deep","R","DLAB"
"750",310.32003587,0.535371831989667,0.642504203872318,0.598373771909594,"ML2","deep","R","DLAB"
"751",292.36579877,0.385822088162204,0.487324746217242,0.390102042442304,"SL3","shallow","R","DLAB"
"752",292.437364849799,0.398173355840619,0.488161457544042,0.400214936253244,"SL3","shallow","R","DLAB"
"753",292.508930929598,0.400669105876237,0.488997759446422,0.40933764860164,"SL3","shallow","R","DLAB"
"754",292.580497009398,0.402657701634444,0.489833652224824,0.417569116921243,"SL3","shallow","R","DLAB"
"755",292.652063089197,0.40446437535186,0.49066913617939,0.424999768856172,"SL3","shallow","R","DLAB"
"756",292.723629168996,0.406137778257405,0.491504211609974,0.431711960980419,"SL3","shallow","R","DLAB"
"757",292.795195248795,0.407713606924285,0.492338878816135,0.437780462720513,"SL3","shallow","R","DLAB"
"758",292.866761328594,0.409218002018085,0.493173138097138,0.443272965289968,"SL3","shallow","R","DLAB"
"759",292.938327408394,0.410670080124385,0.494764282598702,0.4482505995096,"SL3","shallow","R","DLAB"
"760",293.009893488193,0.412083807740444,0.496633840466926,0.452768449982589,"SL3","shallow","R","DLAB"
"761",293.081459567992,0.413469382036436,0.498355381384892,0.456876056186863,"SL3","shallow","R","DLAB"
"762",293.153025647791,0.414834244898253,0.499948099032314,0.460617893647883,"SL3","shallow","R","DLAB"
"763",293.22459172759,0.416183825928035,0.501428811881174,0.464033830494149,"SL3","shallow","R","DLAB"
"764",293.29615780739,0.417522085958782,0.502812225950356,0.46715955642163,"SL3","shallow","R","DLAB"
"765",293.367723887189,0.41885191418668,0.504111176711707,0.470026982453746,"SL3","shallow","R","DLAB"
"766",293.439289966988,0.420175418115797,0.505336849464295,0.472664610933998,"SL3","shallow","R","DLAB"
"767",293.510856046787,0.421494135132319,0.506498978369852,0.475097875979148,"SL3","shallow","R","DLAB"
"768",293.582422126586,0.422809186837731,0.507606024941409,0.477349455198705,"SL3","shallow","R","DLAB"
"769",293.653988206386,0.424121391603572,0.508665337162446,0.479439553892341,"SL3","shallow","R","DLAB"
"770",293.725554286185,0.425431346648021,0.50968329063884,0.481386163206157,"SL3","shallow","R","DLAB"
"771",293.797120365984,0.426739487884919,0.510665413293405,0.483205293891487,"SL3","shallow","R","DLAB"
"772",293.868686445783,0.428046133565298,0.511616495136791,0.484911187390981,"SL3","shallow","R","DLAB"
"773",293.940252525582,0.429351516102071,0.512540684615164,0.486516505996475,"SL3","shallow","R","DLAB"
"774",294.011818605382,0.430655805279381,0.5134415729643,0.488032503797974,"SL3","shallow","R","DLAB"
"775",294.083384685181,0.431959125180507,0.51432226790603,0.489469180086056,"SL3","shallow","R","DLAB"
"776",294.15495076498,0.43326156653578,0.51518545791728,0.490835416791283,"SL3","shallow","R","DLAB"
"777",294.226516844779,0.434563195730757,0.516033468191581,0.492139101451921,"SL3","shallow","R","DLAB"
"778",294.298082924578,0.435864061378834,0.516868309303254,0.493387237101091,"SL3","shallow","R","DLAB"
"779",294.369649004377,0.437164199117445,0.517691719478833,0.494586040361339,"SL3","shallow","R","DLAB"
"780",294.441215084177,0.438463635108481,0.518505201280849,0.495741028931444,"SL3","shallow","R","DLAB"
"781",294.512781163976,0.439762388593362,0.519310053417073,0.496857099549775,"SL3","shallow","R","DLAB"
"782",294.584347243775,0.441060473758351,0.520126055931821,0.497938597421967,"SL3","shallow","R","DLAB"
"783",294.655913323574,0.442357901096506,0.52098646257336,0.498989378009484,"SL3","shallow","R","DLAB"
"784",294.727479403373,0.443654678402267,0.521828144270121,0.500012861990125,"SL3","shallow","R","DLAB"
"785",294.799045483173,0.444950811497862,0.522653595386463,0.501012084122199,"SL3","shallow","R","DLAB"
"786",294.870611562972,0.446246304763934,0.523464971307644,0.501989736670992,"SL3","shallow","R","DLAB"
"787",294.942177642771,0.447541161527208,0.524264134500536,0.502948207988993,"SL3","shallow","R","DLAB"
"788",295.01374372257,0.448835384343766,0.525052694333661,0.503889616780305,"SL3","shallow","R","DLAB"
"789",295.085309802369,0.450128975206057,0.52583204149535,0.50481584252399,"SL3","shallow","R","DLAB"
"790",295.156875882169,0.451421935694214,0.526603377738163,0.505728552480824,"SL3","shallow","R","DLAB"
"791",295.228441961968,0.452714267086662,0.527367741580944,0.506629225662516,"SL3","shallow","R","DLAB"
"792",295.300008041767,0.454005970440996,0.528126030515698,0.507519174101493,"SL3","shallow","R","DLAB"
"793",295.371574121566,0.45529704665312,0.528879020193077,0.508399561722664,"SL3","shallow","R","DLAB"
"794",295.443140201365,0.456587496500498,0.529627380996658,0.509271421085511,"SL3","shallow","R","DLAB"
"795",295.514706281165,0.457877320673791,0.530371692360825,0.51013566823545,"SL3","shallow","R","DLAB"
"796",295.586272360964,0.459166519800006,0.53111245513914,0.510993115876898,"SL3","shallow","R","DLAB"
"797",295.657838440763,0.460455094459429,0.531850102288517,0.511844485056948,"SL3","shallow","R","DLAB"
"798",295.729404520562,0.461743045198022,0.532585008098535,0.512690415527587,"SL3","shallow","R","DLAB"
"799",295.800970600361,0.463030372536488,0.53331749616409,0.513531474935473,"SL3","shallow","R","DLAB"
"800",295.872536680161,0.464317076976922,0.534047846272566,0.514368166971796,"SL3","shallow","R","DLAB"
"801",295.94410275996,0.46560315900766,0.534776300353509,0.515200938599705,"SL3","shallow","R","DLAB"
"802",296.015668839759,0.46688861910685,0.535503067618556,0.516030186463688,"SL3","shallow","R","DLAB"
"803",296.087234919558,0.468173457745053,0.536228329001973,0.516856262573473,"SL3","shallow","R","DLAB"
"804",296.158800999357,0.469457675387159,0.536952240997134,0.517679479344572,"SL3","shallow","R","DLAB"
"805",296.230367079157,0.470741272493779,0.537674938971276,0.518500114068384,"SL3","shallow","R","DLAB"
"806",296.301933158956,0.472024249522276,0.53839654002959,0.519318412876434,"SL3","shallow","R","DLAB"
"807",296.373499238755,0.473306606927515,0.539117145490058,0.520134594256076,"SL3","shallow","R","DLAB"
"808",296.445065318554,0.47458834516241,0.539897046977699,0.520948852168521,"SL3","shallow","R","DLAB"
"809",296.516631398353,0.475869464678337,0.541137968359265,0.521761358814199,"SL3","shallow","R","DLAB"
"810",296.588197478153,0.477149965925424,0.542387330207665,0.522572267085478,"SL3","shallow","R","DLAB"
"811",296.659763557952,0.478429849352766,0.543636503279719,0.523381712742077,"SL3","shallow","R","DLAB"
"812",296.731329637751,0.479709115408588,0.54488491689305,0.524189816340723,"SL3","shallow","R","DLAB"
"813",296.80289571755,0.480987764540369,0.546132593056932,0.52499668494675,"SL3","shallow","R","DLAB"
"814",296.874461797349,0.482265797194913,0.547379550816105,0.525802413652432,"SL3","shallow","R","DLAB"
"815",296.946027877149,0.483543213818426,0.548625806659145,0.526607086923908,"SL3","shallow","R","DLAB"
"816",297.017593956948,0.484820014856556,0.549871374870435,0.527410779796067,"SL3","shallow","R","DLAB"
"817",297.089160036747,0.486096200754427,0.55111626783352,0.528213558932677,"SL3","shallow","R","DLAB"
"818",297.160726116546,0.487371771956665,0.552360496292593,0.529015483566919,"SL3","shallow","R","DLAB"
"819",297.232292196345,0.488646728907421,0.553604069577914,0.529816606335917,"SL3","shallow","R","DLAB"
"820",297.303858276145,0.48992107205038,0.554846995800119,0.53061697402123,"SL3","shallow","R","DLAB"
"821",297.375424355944,0.491194801828771,0.556089282017768,0.531416628205918,"SL3","shallow","R","DLAB"
"822",297.446990435743,0.49246791868538,0.557330934381776,0.532215605857626,"SL3","shallow","R","DLAB"
"823",297.518556515542,0.493740423062547,0.558571958259989,0.533013939846064,"SL3","shallow","R","DLAB"
"824",297.590122595341,0.495012315402182,0.559812358344568,0.533811659402238,"SL3","shallow","R","DLAB"
"825",297.661688675141,0.496283596145761,0.561052138744637,0.534608790526047,"SL3","shallow","R","DLAB"
"826",297.73325475494,0.497554265734321,0.562291303066151,0.535405356348079,"SL3","shallow","R","DLAB"
"827",297.804820834739,0.498824324608484,0.5635298544808,0.536201377450718,"SL3","shallow","R","DLAB"
"828",297.876386914538,0.500093773208435,0.564767795785463,0.536996872153225,"SL3","shallow","R","DLAB"
"829",297.947952994337,0.501362611973941,0.566005129453438,0.537791856764773,"SL3","shallow","R","DLAB"
"830",298.019519074136,0.50263084134434,0.567350434596163,0.538586345809133,"SL3","shallow","R","DLAB"
"831",298.091085153936,0.503898461758549,0.568747248591805,0.539380352224109,"SL3","shallow","R","DLAB"
"832",298.162651233735,0.505165473655061,0.570142565451409,0.540173887538641,"SL3","shallow","R","DLAB"
"833",298.234217313534,0.50643187747195,0.571536366456254,0.540966962030057,"SL3","shallow","R","DLAB"
"834",298.305783393333,0.507697673646867,0.572928632233503,0.541759584863692,"SL3","shallow","R","DLAB"
"835",298.377349473132,0.508962862617043,0.574319342765701,0.542551764216888,"SL3","shallow","R","DLAB"
"836",298.448915552932,0.510227444819293,0.575708477397167,0.543343507389126,"SL3","shallow","R","DLAB"
"837",298.520481632731,0.511491420690005,0.577096014837616,0.544134820899796,"SL3","shallow","R","DLAB"
"838",298.59204771253,0.512754790665157,0.578481933163368,0.544925710575072,"SL3","shallow","R","DLAB"
"839",298.663613792329,0.514011875942356,0.579866209816452,0.545716181625068,"SL3","shallow","R","DLAB"
"840",298.735179872128,0.51526541390635,0.581248821601811,0.546506238712361,"SL3","shallow","R","DLAB"
"841",298.806745951928,0.516518351410018,0.582629744682889,0.547295886012863,"SL3","shallow","R","DLAB"
"842",298.878312031727,0.5177706888847,0.584008954575716,0.548085127269927,"SL3","shallow","R","DLAB"
"843",298.949878111526,0.519022426761321,0.5853864261417,0.548873965842352,"SL3","shallow","R","DLAB"
"844",299.021444191325,0.520273565470394,0.586762133579257,0.549662404747119,"SL3","shallow","R","DLAB"
"845",299.093010271124,0.521524105442019,0.588136050414344,0.55045044669728,"SL3","shallow","R","DLAB"
"846",299.164576350924,0.522774047105887,0.589508149490095,0.551238094135686,"SL3","shallow","R","DLAB"
"847",299.236142430723,0.524023390891277,0.59087840295555,0.55202534926492,"SL3","shallow","R","DLAB"
"848",299.307708510522,0.525272137227055,0.592246782253599,0.552812214073928,"SL3","shallow","R","DLAB"
"849",299.379274590321,0.526520286541679,0.593613258108189,0.55359869036165,"SL3","shallow","R","DLAB"
"850",299.45084067012,0.527767839263198,0.594977800510893,0.554384779758056,"SL3","shallow","R","DLAB"
"851",299.52240674992,0.529014795819251,0.596340378706784,0.555170483742828,"SL3","shallow","R","DLAB"
"852",299.593972829719,0.530261156637069,0.597700961179775,0.555955803661966,"SL3","shallow","R","DLAB"
"853",299.665538909518,0.531506922143473,0.599059515637375,0.556740740742557,"SL3","shallow","R","DLAB"
"854",299.737104989317,0.532752092764878,0.600416008994921,0.557525296105878,"SL3","shallow","R","DLAB"
"855",299.808671069116,0.533996668927293,0.601770407359302,0.55830947077909,"SL3","shallow","R","DLAB"
"856",299.880237148916,0.535240651056317,0.603122676012203,0.559093265705595,"SL3","shallow","R","DLAB"
"857",299.951803228715,0.536484039577146,0.604472779392884,0.559876681754259,"SL3","shallow","R","DLAB"
"858",300.023369308514,0.537726834914568,0.605820681080504,0.560659719727619,"SL3","shallow","R","DLAB"
"859",300.094935388313,0.538969037492968,0.607166343775986,0.561442380369167,"SL3","shallow","R","DLAB"
"860",300.166501468112,0.540210647736324,0.608509729283485,0.56222466436984,"SL3","shallow","R","DLAB"
"861",300.238067547912,0.541451666068212,0.609850798491406,0.563006572373789,"SL3","shallow","R","DLAB"
"862",300.309633627711,0.542692092911802,0.611189511353009,0.563788104983489,"SL3","shallow","R","DLAB"
"863",300.38119970751,0.543931928689863,0.612525826866626,0.564569262764334,"SL3","shallow","R","DLAB"
"864",300.452765787309,0.545171173824758,0.613859703055426,0.565350046248653,"SL3","shallow","R","DLAB"
"865",300.524331867108,0.546409828738451,0.615191096946854,0.566130455939366,"SL3","shallow","R","DLAB"
"866",300.595897946908,0.547647893852503,0.616519964551574,0.566910492313141,"SL3","shallow","R","DLAB"
"867",300.667464026707,0.548885369588073,0.617846260842094,0.5676901558233,"SL3","shallow","R","DLAB"
"868",300.739030106506,0.55012225636592,0.619169939730968,0.568469446902327,"SL3","shallow","R","DLAB"
"869",300.810596186305,0.551358554606402,0.620490954048604,0.569248365964135,"SL3","shallow","R","DLAB"
"870",300.882162266104,0.552594264729477,0.621809255520681,0.570026913406096,"SL3","shallow","R","DLAB"
"871",300.953728345904,0.553829387154703,0.623124794745178,0.570805089610804,"SL3","shallow","R","DLAB"
"872",301.025294425703,0.555063922301241,0.624437521169041,0.571582894947685,"SL3","shallow","R","DLAB"
"873",301.096860505502,0.556297870587852,0.625747383064398,0.572360329774401,"SL3","shallow","R","DLAB"
"874",301.168426585301,0.557531232432899,0.627054327504474,0.573137394438128,"SL3","shallow","R","DLAB"
"875",301.2399926651,0.558764008254347,0.628358300339047,0.573914089276681,"SL3","shallow","R","DLAB"
"876",301.3115587449,0.559996198469766,0.629659246169573,0.574690414619475,"SL3","shallow","R","DLAB"
"877",301.383124824699,0.561227803496328,0.630957108323906,0.575466370788462,"SL3","shallow","R","DLAB"
"878",301.454690904498,0.562458823750807,0.632251828830649,0.576241958098901,"SL3","shallow","R","DLAB"
"879",301.526256984297,0.563689259649584,0.633543348393124,0.577017176860053,"SL3","shallow","R","DLAB"
"880",301.597823064096,0.564919111608645,0.634831606362982,0.577792027375832,"SL3","shallow","R","DLAB"
"881",301.669389143896,0.566148380043578,0.636116540713422,0.57856650994535,"SL3","shallow","R","DLAB"
"882",301.740955223695,0.567377065369581,0.637398088012085,0.579340624863409,"SL3","shallow","R","DLAB"
"883",301.812521303494,0.568605168001455,0.638676183393511,0.580114372420958,"SL3","shallow","R","DLAB"
"884",301.884087383293,0.569832688353608,0.639950760531357,0.580887752905472,"SL3","shallow","R","DLAB"
"885",301.955653463092,0.571059626840058,0.641221751610133,0.581660766601324,"SL3","shallow","R","DLAB"
"886",302.027219542892,0.572285983874427,0.642489087296691,0.582433413790078,"SL3","shallow","R","DLAB"
"887",302.098785622691,0.573511759869946,0.643752696711319,0.58320569475077,"SL3","shallow","R","DLAB"
"888",302.17035170249,0.574736955239456,0.645012507398543,0.583977609760172,"SL3","shallow","R","DLAB"
"889",302.241917782289,0.575961570395406,0.646268445297582,0.584749159093001,"SL3","shallow","R","DLAB"
"890",302.313483862088,0.577185605749854,0.647520434712468,0.585520343022111,"SL3","shallow","R","DLAB"
"891",302.385049941888,0.578409061714469,0.648768398281909,0.586291161818675,"SL3","shallow","R","DLAB"
"892",302.456616021687,0.579631938700529,0.650012256948818,0.587061615752351,"SL3","shallow","R","DLAB"
"893",302.528182101486,0.580854237118924,0.651251929929576,0.587831705091411,"SL3","shallow","R","DLAB"
"894",302.599748181285,0.582075957380155,0.652487334683006,0.588601430102845,"SL3","shallow","R","DLAB"
"895",302.671314261084,0.583297099894334,0.653718386879101,0.589370791052517,"SL3","shallow","R","DLAB"
"896",302.742880340884,0.584517665071186,0.654945000367497,0.590139788205228,"SL3","shallow","R","DLAB"
"897",302.814446420683,0.585737653320049,0.656167087145727,0.590908421824825,"SL3","shallow","R","DLAB"
"898",302.886012500482,0.586957065049874,0.657384557327238,0.591676692174254,"SL3","shallow","R","DLAB"
"899",302.957578580281,0.588175900669224,0.658597319109233,0.592444599515645,"SL3","shallow","R","DLAB"
"900",303.02914466008,0.589394160586278,0.65980527874031,0.593212144110399,"SL3","shallow","R","DLAB"
"901",303.10071073988,0.590611845208828,0.661008340487967,0.593979326219188,"SL3","shallow","R","DLAB"
"902",303.172276819679,0.591828954944283,0.662206406605944,0.594746146102061,"SL3","shallow","R","DLAB"
"903",303.243842899478,0.593045490199665,0.663399377301449,0.595512604018442,"SL3","shallow","R","DLAB"
"904",303.315408979277,0.594261451381614,0.664587150702304,0.596278700227209,"SL3","shallow","R","DLAB"
"905",303.386975059076,0.595476838896384,0.665769622824009,0.597044434986699,"SL3","shallow","R","DLAB"
"906",303.458541138875,0.596651669301835,0.666946687536761,0.59780980855475,"SL3","shallow","R","DLAB"
"907",303.530107218675,0.59781657071144,0.668118236532467,0.598574821188734,"SL3","shallow","R","DLAB"
"908",303.601673298474,0.598980922931509,0.669284159291749,0.599339473145584,"SL3","shallow","R","DLAB"
"909",303.673239378273,0.600144726350327,0.67044434305103,0.600103764681794,"SL3","shallow","R","DLAB"
"910",303.744805458072,0.601307981355807,0.671598672769645,0.600867696053463,"SL3","shallow","R","DLAB"
"911",303.816371537871,0.602470688335502,0.672747031097099,0.601631267516321,"SL3","shallow","R","DLAB"
"912",303.887937617671,0.603632847676596,0.673889298340479,0.602394479325699,"SL3","shallow","R","DLAB"
"913",303.95950369747,0.604794459765906,0.675025352431981,0.603157331736597,"SL3","shallow","R","DLAB"
"914",304.031069777269,0.605895679914486,0.67615506889677,0.603919825003661,"SL3","shallow","R","DLAB"
"915",304.102635857068,0.60699508875739,0.677278320820984,0.60468195938121,"SL3","shallow","R","DLAB"
"916",304.174201936867,0.608093980262621,0.67839497882015,0.605443735123238,"SL3","shallow","R","DLAB"
"917",304.245768016667,0.609192354795253,0.679504911007851,0.606205152483437,"SL3","shallow","R","DLAB"
"918",304.317334096466,0.610290212720021,0.680607982964896,0.606966211715186,"SL3","shallow","R","DLAB"
"919",304.388900176265,0.611387554401313,0.681704057708851,0.607726913071573,"SL3","shallow","R","DLAB"
