"","fragment.ID.full","Intercept","umol.L.sec","Temp.C","fragment.ID","genotype","run","temp.Cat","light_dark","treatment","surf.area.cm2","volume.mls","volume","umol.sec"
"172","Blk2_3302D",138.180690091035,-0.00161711741381935,32.4762980897345,"Blk2","BLANK","3302D",33,"dark","BLANK",NA,620,0.62,-0.001002612796568
"173","Blk2_3303",134.50690529676,-0.00200738006261057,32.4241414108754,"Blk2","BLANK","3303",33,"light","BLANK",NA,620,0.62,-0.00124457563881855
"174","Blk2_3303D",132.538900149705,-0.001506530268051,32.4340267822065,"Blk2","BLANK","3303D",33,"dark","BLANK",NA,620,0.62,-0.00093404876619162
"175","Blk2_3304",127.269946238537,-0.00154302726184598,32.3703909683009,"Blk2","BLANK","3304",33,"light","BLANK",NA,620,0.62,-0.000956676902344508
"176","Blk2_3304D",125.382773056782,-0.00138969549625035,32.3900616182643,"Blk2","BLANK","3304D",33,"dark","BLANK",NA,620,0.62,-0.000861611207675217
"177","Blk2_3305",120.594897871008,-0.00263361903869534,32.4215659086829,"Blk2","BLANK","3305",33,"light","BLANK",NA,620,0.62,-0.00163284380399111
"178","Blk2_3305D",117.655541985658,-0.00171347175243537,32.4149773398778,"Blk2","BLANK","3305D",33,"dark","BLANK",NA,620,0.62,-0.00106235248650993
"179","Blk2_3306",113.809991903765,-0.00150039030814767,32.5538567938237,"Blk2","BLANK","3306",33,"light","BLANK",NA,620,0.62,-0.000930241991051555
"180","Blk2_3306D",112.050720398395,-0.00117781629338127,32.4431630870477,"Blk2","BLANK","3306D",33,"dark","BLANK",NA,620,0.62,-0.000730246101896387
"181","Blk2_3401",166.628723052423,-0.000932025943253591,33.0784019500836,"Blk2","BLANK","3401",34,"light","BLANK",NA,620,0.62,-0.000577856084817226
"182","Blk2_3401D",165.840730378227,-0.000839241379268424,33.1088540461981,"Blk2","BLANK","3401D",34,"dark","BLANK",NA,620,0.62,-0.000520329655146423
"183","Blk2_3402",144.470925797065,-0.0020932866308302,33.0304777116226,"Blk2","BLANK","3402",34,"light","BLANK",NA,620,0.62,-0.00129783771111472
"184","Blk2_3402D",141.992929146601,-0.00102263828335214,33.1195921396336,"Blk2","BLANK","3402D",34,"dark","BLANK",NA,620,0.62,-0.000634035735678327
"185","Blk2_3403",145.541807629492,-0.0024799451932798,33.2155254204311,"Blk2","BLANK","3403",34,"light","BLANK",NA,620,0.62,-0.00153756601983348
"186","Blk2_3403D",142.699060504805,-0.00189592251314238,33.2173404806742,"Blk2","BLANK","3403D",34,"dark","BLANK",NA,620,0.62,-0.00117547195814828
"187","Blk2_3404",135.647779597004,-0.00290373094962241,33.1737990195708,"Blk2","BLANK","3404",34,"light","BLANK",NA,620,0.62,-0.00180031318876589
"188","Blk2_3404D",132.762619885356,-0.00176477880907699,33.1797152404391,"Blk2","BLANK","3404D",34,"dark","BLANK",NA,620,0.62,-0.00109416286162773
"189","Blk2_3405",126.262942263702,-0.00244585143771205,33.1052719341874,"Blk2","BLANK","3405",34,"light","BLANK",NA,620,0.62,-0.00151642789138147
"190","Blk2_3405D",123.850812500787,-0.00171063656380775,33.1563754273187,"Blk2","BLANK","3405D",34,"dark","BLANK",NA,620,0.62,-0.00106059466956081
"191","Blk2_3406",111.181629007439,-0.00189680367461424,33.0519931687326,"Blk2","BLANK","3406",34,"light","BLANK",NA,620,0.62,-0.00117601827826083
"192","Blk2_3406D",109.11431612409,-0.00164214184412197,33.1091666035793,"Blk2","BLANK","3406D",34,"dark","BLANK",NA,620,0.62,-0.00101812794335562
"193","K201a_2706",165.319072740685,0.0063959565875612,26.4465327179892,"K201a","K2","2706",27,"light","T1",30.01574642,609.5,0.6095,0.00389833554011855
"194","K201a_2706D",169.329107722823,-0.00639652341715021,26.3877169337702,"K201a","K2","2706D",27,"dark","T1",30.01574642,609.5,0.6095,-0.00389868102275305
"195","K201a_2801",209.601491304362,0.00812274260088222,27.1207761118684,"K201a","K2","2801",28,"light","T1",30.01574642,609.5,0.6095,0.00495081161523771
"196","K201a_2801D",213.115478115253,-0.00676187106951477,27.0632922863888,"K201a","K2","2801D",28,"dark","T1",30.01574642,609.5,0.6095,-0.00412136041686925
"197","K201a_2903",214.008362794224,0.0105654999873341,28.4809315959928,"K201a","K2","2903",29,"light","T1",30.01574642,609.5,0.6095,0.00643967224228013
"198","K201a_2903D",223.118294919896,-0.00639811735381297,28.3314465758289,"K201a","K2","2903D",29,"dark","T1",30.01574642,609.5,0.6095,-0.00389965252714901
"199","K201a_3004",137.419755598698,0.00161609683695572,29.3024329859685,"K201a","K2","3004",30,"light","T1",30.01574642,609.5,0.6095,0.000985011022124511
"200","K201a_3004D",147.476959497484,-0.0107536358422213,29.2207252416584,"K201a","K2","3004D",30,"dark","T1",30.01574642,609.5,0.6095,-0.00655434104583388
"201","K201a_3106",138.35645657187,0.00307122212089069,30.0255191239729,"K201a","K2","3106",31,"light","T1",30.01574642,609.5,0.6095,0.00187190988268288
"202","K201a_3106D",139.14467319567,-0.00931528365932799,30.0750906828873,"K201a","K2","3106D",31,"dark","T1",30.01574642,609.5,0.6095,-0.00567766539036041
"203","K201a_3202",169.481710135068,0.0103251545315206,31.4475717458211,"K201a","K2","3202",32,"light","T1",30.01574642,609.5,0.6095,0.00629318168696181
"204","K201a_3202D",174.320232693522,-0.00899563138255285,31.4363161749944,"K201a","K2","3202D",32,"dark","T1",30.01574642,609.5,0.6095,-0.00548283732766596
"205","K201a_3303",144.436896178172,0.00510760899715006,32.5641591184272,"K201a","K2","3303",33,"light","T1",30.01574642,609.5,0.6095,0.00311308768376296
"206","K201a_3303D",143.994971656735,-0.00906518014670648,32.5001135409146,"K201a","K2","3303D",33,"dark","T1",30.01574642,609.5,0.6095,-0.0055252272994176
"207","K201a_3405",133.792886455575,-0.00268476181982761,32.9270172306584,"K201a","K2","3405",34,"light","T1",30.01574642,609.5,0.6095,-0.00163636232918493
"208","K201a_3405D",128.577292419885,-0.00841713470209118,33.0225342183852,"K201a","K2","3405D",34,"dark","T1",30.01574642,609.5,0.6095,-0.00513024360092457
"209","K201b_2703",169.519448516765,0.00550379181171941,26.4184765736336,"K201b","K2","2703",27,"light","T1",27.24717131,610.75,0.61075,0.00336144084900763
"210","K201b_2703D",172.206315566144,-0.00600317868425173,26.3752172837655,"K201b","K2","2703D",27,"dark","T1",27.24717131,610.75,0.61075,-0.00366644138140674
"211","K201b_2805",180.245753513223,0.00435833663578993,27.3756992447535,"K201b","K2","2805",28,"light","T1",27.24717131,610.75,0.61075,0.0026618541003087
"212","K201b_2805D",179.758170251925,-0.00692801034623672,27.3034906538746,"K201b","K2","2805D",28,"dark","T1",27.24717131,610.75,0.61075,-0.00423128231896408
"213","K201b_2906",152.029360175157,0.00338640091886492,28.1780680372421,"K201b","K2","2906",29,"light","T1",27.24717131,610.75,0.61075,0.00206824436119675
"214","K201b_2906D",151.981256563452,-0.00667774015512427,28.1980837218046,"K201b","K2","2906D",29,"dark","T1",27.24717131,610.75,0.61075,-0.00407842979974215
"215","K201b_3002",170.182377770784,0.00437878488586597,29.3877759057013,"K201b","K2","3002",30,"light","T1",27.24717131,610.75,0.61075,0.00267434286904264
"216","K201b_3002D",169.661055626667,-0.00916118212060137,29.3666864005021,"K201b","K2","3002D",30,"dark","T1",27.24717131,610.75,0.61075,-0.00559519198015729
"217","K201b_3104",152.295363805537,0.00674416269057152,30.1805817600751,"K201b","K2","3104",31,"light","T1",27.24717131,610.75,0.61075,0.00411899736326656
"218","K201b_3104D",154.055203816483,-0.00850972969820192,30.1664829308332,"K201b","K2","3104D",31,"dark","T1",27.24717131,610.75,0.61075,-0.00519731741317682
"219","K201b_3205",136.165159164887,0.00314796625313039,31.1978655033091,"K201b","K2","3205",32,"light","T1",27.24717131,610.75,0.61075,0.00192262038909939
"220","K201b_3205D",135.843372764478,-0.00884653933430232,31.2732688494144,"K201b","K2","3205D",32,"dark","T1",27.24717131,610.75,0.61075,-0.00540302389842514
"221","K201b_3301",180.192824473868,0.0066760079357136,32.5590044983122,"K201b","K2","3301",33,"light","T1",27.24717131,610.75,0.61075,0.00407737184673708
"222","K201b_3301D",180.116835452983,-0.00788088624033775,32.6050437636282,"K201b","K2","3301D",33,"dark","T1",27.24717131,610.75,0.61075,-0.00481325127128628
"223","K201b_3402",163.004807497717,0.000917174838285415,33.2056713957706,"K201b","K2","3402",34,"light","T1",27.24717131,610.75,0.61075,0.000560164532482817
"224","K201b_3402D",161.959378492858,-0.0070313804209815,33.247290973253,"K201b","K2","3402D",34,"dark","T1",27.24717131,610.75,0.61075,-0.00429441559211445
"225","K201c_2701",185.148053027315,0.0129707304702858,26.4353498874218,"K201c","K2","2701",27,"light","T1",49.75080372,607.125,0.607125,0.00787485473677227
"226","K201c_2701D",194.572771029333,-0.00973590930729517,26.3867357421998,"K201c","K2","2701D",27,"dark","T1",49.75080372,607.125,0.607125,-0.00591091393819158
"227","K201c_2803",187.799096589614,0.0137365967433242,27.3079529907434,"K201c","K2","2803",28,"light","T1",49.75080372,607.125,0.607125,0.0083398312977907
"228","K201c_2803D",195.846718963651,-0.0103178436819953,27.2911652270594,"K201c","K2","2803D",28,"dark","T1",49.75080372,607.125,0.607125,-0.0062642208454314
"229","K201c_2904",210.517047927214,0.0168933744168452,28.6130899039241,"K201c","K2","2904",29,"light","T1",49.75080372,607.125,0.607125,0.0102563899428271
"230","K201c_2904D",222.732632816116,-0.0108136241828608,28.4109226432459,"K201c","K2","2904D",29,"dark","T1",49.75080372,607.125,0.607125,-0.00656522158201936
"231","K201c_3006",169.594436241688,0.00111024215136799,29.5239002094609,"K201c","K2","3006",30,"light","T1",49.75080372,607.125,0.607125,0.000674055766149291
"232","K201c_3006D",166.141588577983,-0.0118803349907756,29.4070309658375,"K201c","K2","3006D",30,"dark","T1",49.75080372,607.125,0.607125,-0.00721284838127464
"233","K201c_3102",181.239525953256,0.0168172711060252,30.5502291437144,"K201c","K2","3102",31,"light","T1",49.75080372,607.125,0.607125,0.0102101857202456
"234","K201c_3102D",190.355813484505,-0.014512634625663,30.5739606553073,"K201c","K2","3102D",31,"dark","T1",49.75080372,607.125,0.607125,-0.00881098329710565
"235","K201c_3203",169.834336764498,0.0158995102405736,31.4359618014886,"K201c","K2","3203",32,"light","T1",49.75080372,607.125,0.607125,0.00965299015480825
"236","K201c_3203D",177.380538213295,-0.0133552030696658,31.4346902117423,"K201c","K2","3203D",32,"dark","T1",49.75080372,607.125,0.607125,-0.00810827766367085
"237","K201c_3305",126.892273425083,0.00577867394234904,32.3640752642529,"K201c","K2","3305",33,"light","T1",49.75080372,607.125,0.607125,0.00350837741724866
"238","K201c_3305D",124.532748031187,-0.0126661957665743,32.3948146241249,"K201c","K2","3305D",33,"dark","T1",49.75080372,607.125,0.607125,-0.00768996410478142
"239","K201c_3406",120.163686879001,-0.00356957033265044,33.2143802176663,"K201c","K2","3406",34,"light","T1",49.75080372,607.125,0.607125,-0.0021671753882104
"240","K201c_3406D",113.17632900559,-0.011136360451518,33.199429112398,"K201c","K2","3406D",34,"dark","T1",49.75080372,607.125,0.607125,-0.00676116283912787
"241","K201d_2704",152.958879062089,0.0057671909795504,26.4587889364859,"K201d","K2","2704",27,"light","T1",31.38451788,610.375,0.610375,0.00352014919414308
"242","K201d_2704D",155.317353784451,-0.00629109152619199,26.393124390498,"K201d","K2","2704D",27,"dark","T1",31.38451788,610.375,0.610375,-0.00383992499029944
"243","K201d_2805",184.903309560931,0.00603400371320265,27.2579729790207,"K201d","K2","2805",28,"light","T1",31.38451788,610.375,0.610375,0.00368300501644607
"244","K201d_2805D",184.948783453139,-0.00832522597346954,27.2313670402145,"K201d","K2","2805D",28,"dark","T1",31.38451788,610.375,0.610375,-0.00508150980355647
"245","K201d_2901",217.39770597676,0.0116127674192399,28.3772023399703,"K201d","K2","2901",29,"light","T1",31.38451788,610.375,0.610375,0.00708814291351855
"246","K201d_2901D",224.091459605058,-0.00745789757528255,28.2475174817225,"K201d","K2","2901D",29,"dark","T1",31.38451788,610.375,0.610375,-0.00455211423251309
"247","K201d_3002",176.269771242553,0.00676014086551511,29.5704744872919,"K201d","K2","3002",30,"light","T1",31.38451788,610.375,0.610375,0.00412622098078879
"248","K201d_3002D",178.340291715881,-0.00787799418494661,29.510829220909,"K201d","K2","3002D",30,"dark","T1",31.38451788,610.375,0.610375,-0.00480853070063679
"249","K201d_3104",151.102731554565,0.00880180148211136,29.9691488869954,"K201d","K2","3104",31,"light","T1",31.38451788,610.375,0.610375,0.00537239957964372
"250","K201d_3104D",153.750167004688,-0.0100232774589834,30.0016657592392,"K201d","K2","3104D",31,"dark","T1",31.38451788,610.375,0.610375,-0.00611795797902699
"251","K201d_3206",129.930421194082,0.00181807504837712,31.3169682958629,"K201d","K2","3206",32,"light","T1",31.38451788,610.375,0.610375,0.00110970755765318
"252","K201d_3206D",128.615554069992,-0.00982144203075795,31.3566382941036,"K201d","K2","3206D",32,"dark","T1",31.38451788,610.375,0.610375,-0.00599476267952388
"253","K201d_3301",178.339944056393,0.00860151888483391,32.5308614525301,"K201d","K2","3301",33,"light","T1",31.38451788,610.375,0.610375,0.0052501520893305
"254","K201d_3301D",178.692872912432,-0.00954497911677825,32.5793994028872,"K201d","K2","3301D",33,"dark","T1",31.38451788,610.375,0.610375,-0.00582601662840352
"255","K201d_3403",144.270359542407,0.000846213540616972,33.2769903336475,"K201d","K2","3403",34,"light","T1",31.38451788,610.375,0.610375,0.000516507589854084
"256","K201d_3403D",141.213651531122,-0.00812399826193407,33.2788344451396,"K201d","K2","3403D",34,"dark","T1",31.38451788,610.375,0.610375,-0.00495868543912801
"257","K202a_2706",163.167369594653,0.00737531852307428,26.461193757682,"K202a","K2","2706",27,"light","T2",37.1857966,610.25,0.61025,0.00450078812870608
"258","K202a_2706D",167.812418620018,-0.00809624117719835,26.4092710342422,"K202a","K2","2706D",27,"dark","T2",37.1857966,610.25,0.61025,-0.00494073117838529
"259","K202a_2801",205.534759656739,0.0101265038784298,27.1470940452391,"K202a","K2","2801",28,"light","T2",37.1857966,610.25,0.61025,0.00617969899181178
"260","K202a_2801D",209.508513982843,-0.00879312070560892,27.1028350575794,"K202a","K2","2801D",28,"dark","T2",37.1857966,610.25,0.61025,-0.00536600191059784
"261","K202a_2903",213.138496769484,0.0125247319579938,28.3446677511286,"K202a","K2","2903",29,"light","T2",37.1857966,610.25,0.61025,0.00764321767736572
"262","K202a_2903D",224.064000713867,-0.00824795646797175,28.262123727889,"K202a","K2","2903D",29,"dark","T2",37.1857966,610.25,0.61025,-0.00503331543457976
"263","K202a_3004",130.720852691552,0.00175584006687815,29.4241593221888,"K202a","K2","3004",30,"light","T2",37.1857966,610.25,0.61025,0.00107150140081239
"264","K202a_3004D",141.832703729697,-0.0119627678063778,29.3392189660994,"K202a","K2","3004D",30,"dark","T2",37.1857966,610.25,0.61025,-0.00730027905384205
"265","K202a_3106",139.583992522375,0.00579092491241548,29.9915962350639,"K202a","K2","3106",31,"light","T2",37.1857966,610.25,0.61025,0.00353391192780155
"266","K202a_3106D",142.410363417922,-0.0129162934529149,30.0571023368051,"K202a","K2","3106D",31,"dark","T2",37.1857966,610.25,0.61025,-0.00788216807964132
"267","K202a_3202",168.36620485615,0.0141474217636286,31.4375607394223,"K202a","K2","3202",32,"light","T2",37.1857966,610.25,0.61025,0.00863346413125435
"268","K202a_3202D",175.415507995575,-0.010417423587431,31.4421887501648,"K202a","K2","3202D",32,"dark","T2",37.1857966,610.25,0.61025,-0.00635723274422977
"269","K202a_3303",147.315943106936,0.0082717145827608,32.3235697477799,"K202a","K2","3303",33,"light","T2",37.1857966,610.25,0.61025,0.00504781382412978
"270","K202a_3303D",148.049915711919,-0.0119022448381632,32.3333257590354,"K202a","K2","3303D",33,"dark","T2",37.1857966,610.25,0.61025,-0.00726334491248909
"271","K202a_3405",126.451293762297,-0.000788276812698271,32.9842725312097,"K202a","K2","3405",34,"light","T2",37.1857966,610.25,0.61025,-0.00048104592494912
"272","K202a_3405D",122.467972783454,-0.00908634176425354,33.0518404179587,"K202a","K2","3405D",34,"dark","T2",37.1857966,610.25,0.61025,-0.00554494006163572
"273","K202b_2704",170.989083687883,0.00771818959315627,26.4549239910486,"K202b","K2","2704",27,"light","T2",37.78276314,608.125,0.608125,0.00469362404633816
"274","K202b_2704D",174.867713831656,-0.00694688326578988,26.3942411825381,"K202b","K2","2704D",27,"dark","T2",37.78276314,608.125,0.608125,-0.00422457338600847
"275","K202b_2806",171.502486791112,0.00597074337775051,27.2788037020173,"K202b","K2","2806",28,"light","T2",37.78276314,608.125,0.608125,0.00363095831659453
"276","K202b_2806D",172.311322808572,-0.00828768771397086,27.1934535634949,"K202b","K2","2806D",28,"dark","T2",37.78276314,608.125,0.608125,-0.00503995009105853
"277","K202b_2901",220.727416072328,0.0119248621017315,28.4007356355267,"K202b","K2","2901",29,"light","T2",37.78276314,608.125,0.608125,0.00725180676561547
"278","K202b_2901D",227.634092989668,-0.00718263681756602,28.2734653424202,"K202b","K2","2901D",29,"dark","T2",37.78276314,608.125,0.608125,-0.00436794101468234
"279","K202b_3003",159.418659481279,0.00445430880658137,29.3284816442387,"K202b","K2","3003",30,"light","T2",37.78276314,608.125,0.608125,0.0027087765430023
"280","K202b_3003D",159.479947870718,-0.011167783262614,29.3394117141119,"K202b","K2","3003D",30,"dark","T2",37.78276314,608.125,0.608125,-0.00679140819657714
"281","K202b_3105",133.496089655529,0.00764371253178314,30.0243118930846,"K202b","K2","3105",31,"light","T2",37.78276314,608.125,0.608125,0.00464833268339062
"282","K202b_3105D",136.503369699495,-0.0087650908766825,30.1087050259101,"K202b","K2","3105D",31,"dark","T2",37.78276314,608.125,0.608125,-0.00533027088938255
"283","K202b_3206",129.629169095119,-0.00109017616501929,31.2850722714445,"K202b","K2","3206",32,"light","T2",37.78276314,608.125,0.608125,-0.000662963380352356
"284","K202b_3206D",125.476243215014,-0.0102245633447894,31.3100167784105,"K202b","K2","3206D",32,"dark","T2",37.78276314,608.125,0.608125,-0.00621781258405005
"285","K202b_3302",150.683721839634,0.00319490503158859,32.5899873348162,"K202b","K2","3302",33,"light","T2",37.78276314,608.125,0.608125,0.00194290162233481
"286","K202b_3302D",144.156848661274,-0.00992885923677511,32.483190246206,"K202b","K2","3302D",33,"dark","T2",37.78276314,608.125,0.608125,-0.00603798752336386
"287","K202b_3403",132.599327193792,-0.00341990225343749,33.1773948622652,"K202b","K2","3403",34,"light","T2",37.78276314,608.125,0.608125,-0.00207972805787167
"288","K202b_3403D",126.637794314129,-0.00751559334182435,33.1751752411207,"K202b","K2","3403D",34,"dark","T2",37.78276314,608.125,0.608125,-0.00457042020099693
"289","K202c_2703",168.785684420647,0.00380266705217966,26.430314199518,"K202c","K2","2703",27,"light","T2",19.11531661,611.375,0.611375,0.00232485556902634
"290","K202c_2703D",170.627437399666,-0.00421526089761627,26.3866903410986,"K202c","K2","2703D",27,"dark","T2",19.11531661,611.375,0.611375,-0.00257710513128015
"291","K202c_2804",179.586018555279,0.00355448780539226,27.1097656829685,"K202c","K2","2804",28,"light","T2",19.11531661,611.375,0.611375,0.00217312498202169
"292","K202c_2804D",180.416911625588,-0.00453683146718785,27.078178480669,"K202c","K2","2804D",28,"dark","T2",19.11531661,611.375,0.611375,-0.00277370533825197
"293","K202c_2906",168.354660366366,0.00196389308420378,28.223616930696,"K202c","K2","2906",29,"light","T2",19.11531661,611.375,0.611375,0.00120067513435509
"294","K202c_2906D",167.514181568735,-0.0055681029192249,28.2323182067236,"K202c","K2","2906D",29,"dark","T2",19.11531661,611.375,0.611375,-0.00340419892224112
"295","K202c_3001",191.168981966181,0.0027437053182027,29.0606520127356,"K202c","K2","3001",30,"light","T2",19.11531661,611.375,0.611375,0.00167743283891618
"296","K202c_3001D",191.818765061749,-0.00620790260807608,29.0870154171416,"K202c","K2","3001D",30,"dark","T2",19.11531661,611.375,0.611375,-0.00379535645701251
"297","K202c_3103",160.916990086919,0.00448178934693863,30.6314483380434,"K202c","K2","3103",31,"light","T2",19.11531661,611.375,0.611375,0.0027400539619846
"298","K202c_3103D",161.778350719375,-0.00687166725909018,30.4221791985611,"K202c","K2","3103D",31,"dark","T2",19.11531661,611.375,0.611375,-0.00420116557052626
"299","K202c_3205",126.940958040069,0.00151061111023663,31.293244621896,"K202c","K2","3205",32,"light","T2",19.11531661,611.375,0.611375,0.00092354986752092
"300","K202c_3205D",126.044597319253,-0.00641458464861505,31.3506593277413,"K202c","K2","3205D",32,"dark","T2",19.11531661,611.375,0.611375,-0.00392171668954703
"301","K202c_3306",116.704987897188,0.000835037960145549,32.6118238058855,"K202c","K2","3306",33,"light","T2",19.11531661,611.375,0.611375,0.000510521332883985
"302","K202c_3306D",115.365810710209,-0.00511839245182696,32.4975356747799,"K202c","K2","3306D",33,"dark","T2",19.11531661,611.375,0.611375,-0.00312925718523571
"303","K202c_3402",159.111343483861,-0.00107700548515408,33.1977774451845,"K202c","K2","3402",34,"light","T2",19.11531661,611.375,0.611375,-0.000658454228486076
"304","K202c_3402D",156.657526079511,-0.00454043660505465,33.2095080591304,"K202c","K2","3402D",34,"dark","T2",19.11531661,611.375,0.611375,-0.00277590942941529
"305","K202d_2705",164.203823137701,0.0143643385042692,26.3402042856596,"K202d","K2","2705",27,"light","T2",55.44963104,605.25,0.60525,0.00869401587970893
"306","K202d_2705D",171.294179076273,-0.0109948955808417,26.2962304671643,"K202d","K2","2705D",27,"dark","T2",55.44963104,605.25,0.60525,-0.00665466055030444
"307","K202d_2806",165.761189937369,0.0113641798955183,27.3998401005501,"K202d","K2","2806",28,"light","T2",55.44963104,605.25,0.60525,0.00687816988176245
"308","K202d_2806D",168.624711867235,-0.0128409530439392,27.3077752124813,"K202d","K2","2806D",28,"dark","T2",55.44963104,605.25,0.60525,-0.0077719868298442
"309","K202d_2902",236.636280898854,0.0174222513374846,28.5864101907629,"K202d","K2","2902",29,"light","T2",55.44963104,605.25,0.60525,0.0105448176220126
"310","K202d_2902D",243.895439005006,-0.0120090026085171,28.5501396715566,"K202d","K2","2902D",29,"dark","T2",55.44963104,605.25,0.60525,-0.00726844882880497
"311","K202d_3003",163.642208241265,0.00985208318699415,29.275834969469,"K202d","K2","3003",30,"light","T2",55.44963104,605.25,0.60525,0.00596297334892821
"312","K202d_3003D",166.204316615277,-0.0171157852974185,29.2994002803153,"K202d","K2","3003D",30,"dark","T2",55.44963104,605.25,0.60525,-0.0103593290512625
"313","K202d_3105",143.524241293326,0.013438795940948,29.8475510443882,"K202d","K2","3105",31,"light","T2",55.44963104,605.25,0.60525,0.00813383124325878
"314","K202d_3105D",148.429536764612,-0.0156719582017347,30.007534856465,"K202d","K2","3105D",31,"dark","T2",55.44963104,605.25,0.60525,-0.00948545270159993
"315","K202d_3201",184.997134591883,0.018603835587508,31.4609624702496,"K202d","K2","3201",32,"light","T2",55.44963104,605.25,0.60525,0.0112599714893392
"316","K202d_3201D",193.705245320807,-0.015973166273876,31.4500809633122,"K202d","K2","3201D",32,"dark","T2",55.44963104,605.25,0.60525,-0.00966775888726345
"317","K202d_3302",152.987296358223,0.00701151688045379,32.544338030735,"K202d","K2","3302",33,"light","T2",55.44963104,605.25,0.60525,0.00424372059189466
"318","K202d_3302D",144.340692443192,-0.0153423329573399,32.4353684498518,"K202d","K2","3302D",33,"dark","T2",55.44963104,605.25,0.60525,-0.00928594702242997
"319","K202d_3404",142.130400413875,-0.00582836065781474,33.1098707728305,"K202d","K2","3404",34,"light","T2",55.44963104,605.25,0.60525,-0.00352761528814237
"320","K202d_3404D",132.468478854678,-0.014003822447066,33.1249675296596,"K202d","K2","3404D",34,"dark","T2",55.44963104,605.25,0.60525,-0.0084758135360867
"321","K203a_2702",157.655089478479,0.00651301587186133,26.4367641579402,"K203a","K2","2702",27,"light","T3",32.04335527,610,0.61,0.00397293968183541
"322","K203a_2702D",161.102463193093,-0.00596260104863476,26.4007386948596,"K203a","K2","2702D",27,"dark","T3",32.04335527,610,0.61,-0.0036371866396672
"323","K203a_2803",177.941006129997,0.00643120402191702,27.1939769047726,"K203a","K2","2803",28,"light","T3",32.04335527,610,0.61,0.00392303445336938
"324","K203a_2803D",181.088433942583,-0.00696423929184477,27.1785109113861,"K203a","K2","2803D",28,"dark","T3",32.04335527,610,0.61,-0.00424818596802531
"325","K203a_2905",184.466748829419,0.00744089875557034,28.3166720309682,"K203a","K2","2905",29,"light","T3",32.04335527,610,0.61,0.00453894824089791
"326","K203a_2905D",186.921072127639,-0.00807147982076489,28.2982002209693,"K203a","K2","2905D",29,"dark","T3",32.04335527,610,0.61,-0.00492360269066658
"327","K203a_3006",152.772558995856,-0.00109713808572573,29.3736393295892,"K203a","K2","3006",30,"light","T3",32.04335527,610,0.61,-0.000669254232292695
"328","K203a_3006D",148.463131379729,-0.00910566877773222,29.3021256812379,"K203a","K2","3006D",30,"dark","T3",32.04335527,610,0.61,-0.00555445795441665
"329","K203a_3102",171.237440815237,0.00996886264079536,30.4262986842723,"K203a","K2","3102",31,"light","T3",32.04335527,610,0.61,0.00608100621088517
"330","K203a_3102D",175.779887676135,-0.0104272188847651,30.5174302450644,"K203a","K2","3102D",31,"dark","T3",32.04335527,610,0.61,-0.00636060351970671
"331","K203a_3204",143.935216259839,0.0049654651593845,31.389791091434,"K203a","K2","3204",32,"light","T3",32.04335527,610,0.61,0.00302893374722454
"332","K203a_3204D",142.902717307717,-0.00986749035853594,31.4424936926557,"K203a","K2","3204D",32,"dark","T3",32.04335527,610,0.61,-0.00601916911870692
"333","K203a_3305",121.083113790686,0.000783197363258956,32.4266128609342,"K203a","K2","3305",33,"light","T3",32.04335527,610,0.61,0.000477750391587963
"334","K203a_3305D",117.445086915695,-0.0084009910702832,32.4621031199583,"K203a","K2","3305D",33,"dark","T3",32.04335527,610,0.61,-0.00512460455287275
"335","K203a_3401",165.423662913794,-0.0019754347762384,33.1084862034188,"K203a","K2","3401",34,"light","T3",32.04335527,610,0.61,-0.00120501521350542
"336","K203a_3401D",161.55894457108,-0.00746822560035109,33.1338410649032,"K203a","K2","3401D",34,"dark","T3",32.04335527,610,0.61,-0.00455561761621417
"337","K203b_2701",171.806870675934,0.0066660007994346,26.2704818535521,"K203b","K2","2701",27,"light","T3",26.00420606,610.5,0.6105,0.00406959348805482
"338","K203b_2701D",176.035488259149,-0.00581442857152371,26.3013809844891,"K203b","K2","2701D",27,"dark","T3",26.00420606,610.5,0.6105,-0.00354970864291523
"339","K203b_2802",203.906302835161,0.00733747915481567,26.923023224819,"K203b","K2","2802",28,"light","T3",26.00420606,610.5,0.6105,0.00447953102401497
"340","K203b_2802D",207.301272632298,-0.00694121548450255,27.0271511081974,"K203b","K2","2802D",28,"dark","T3",26.00420606,610.5,0.6105,-0.00423761205328881
"341","K203b_2904",196.77232195204,0.00729872663187475,28.62893614213,"K203b","K2","2904",29,"light","T3",26.00420606,610.5,0.6105,0.00445587260875954
"342","K203b_2904D",201.327089401119,-0.00614841129807882,28.4252905856308,"K203b","K2","2904D",29,"dark","T3",26.00420606,610.5,0.6105,-0.00375360509747712
"343","K203b_3005",125.136761183357,-0.00169098012382897,29.2476776312544,"K203b","K2","3005",30,"light","T3",26.00420606,610.5,0.6105,-0.00103234336559759
"344","K203b_3005D",120.406106523656,-0.00963818625719898,29.2775158850759,"K203b","K2","3005D",30,"dark","T3",26.00420606,610.5,0.6105,-0.00588411271001998
"345","K203b_3101",197.747239932731,0.00954442743367095,30.5093145963465,"K203b","K2","3101",31,"light","T3",26.00420606,610.5,0.6105,0.00582687294825611
"346","K203b_3101D",201.951159848423,-0.00870987376153978,30.4907631867553,"K203b","K2","3101D",31,"dark","T3",26.00420606,610.5,0.6105,-0.00531737793142004
