"","genotype","Pnet.mean","N","Pnet.se","Rdark.mean","Rdark.se","Pgross.mean","Pgross.se","Temp.mean","Temp.se"
"1","K2",0.472716633484375,128,0.0216063815442788,-0.464181561351563,0.0063632587734654,0.93689819484375,0.0250283450795708,29.8094287597656,0.201519703765041
"2","M5",0.469321002984375,128,0.0427626695642448,-0.571985102070313,0.0355902904569572,1.04130610505469,0.0728173170075616,29.804293659375,0.201599341017622
"3","M6",0.417327185296875,128,0.0232572559891467,-0.424092579984375,0.00660478524159707,0.841419765304688,0.0273991347104918,29.7899749591406,0.200567022723368
