"","treatment","Pnet.mean","N","Pnet.se","Rdark.mean","Rdark.se","Pgross.mean","Pgross.se","Temp.mean","Temp.se"
"1","deep",0.865339277086957,92,0.0820515129744811,-0.598974175554348,0.0208040682089608,1.46431345266304,0.0783025180854521,27.9648287995652,0.621704144118395
"2","shallow",0.794795906725275,91,0.0845786967978475,-0.610073525142857,0.0244386837634769,1.40486943191209,0.0838049227860675,27.9374427324176,0.627711288886729
