"","individual.ID","temp.Cat","treatment","Temp.C","umol.cm2.hr","rate.type","light_dark","fragment.ID","genotype"
"659","M603b","28","T3","27.0652822130901","0.399228655036588","NP","light","M603b","M6"
"661","M603b","29","T3","28.4551522563904","0.525040005488215","NP","light","M603b","M6"
"663","M603b","30","T3","29.2852647843875","0.134739179127301","NP","light","M603b","M6"
"665","M603b","31","T3","29.9460146420788","0.26971837516866","NP","light","M603b","M6"
"667","M603b","32","T3","31.3258088652429","0.682982720026717","NP","light","M603b","M6"
"669","M603b","33","T3","32.5113862672159","0.39838893970773","NP","light","M603b","M6"
"671","M603b","34","T3","33.0739855062204","-0.0239201082247644","NP","light","M603b","M6"
"673","M603c","27","T3","26.3052299396688","0.355377964805582","NP","light","M603c","M6"
"675","M603c","28","T3","27.1381796282167","0.478757759721752","NP","light","M603c","M6"
"677","M603c","29","T3","28.4165012730411","0.574902864959572","NP","light","M603c","M6"
"679","M603c","30","T3","29.1595222569894","0.0999956804217647","NP","light","M603c","M6"
"681","M603c","31","T3","30.3949064743803","0.628152203727594","NP","light","M603c","M6"
"683","M603c","32","T3","31.3725964120819","0.672236237980976","NP","light","M603c","M6"
"685","M603c","33","T3","32.4310353989241","0.339829024631876","NP","light","M603c","M6"
"687","M603c","34","T3","33.1213162158454","-0.119678574273654","NP","light","M603c","M6"
"689","M603d","27","T3","26.244059662098","0.509121837797112","NP","light","M603d","M6"
"691","M603d","28","T3","27.1821557099168","0.584014476718353","NP","light","M603d","M6"
"693","M603d","29","T3","28.2676361060787","0.609857927620447","NP","light","M603d","M6"
"695","M603d","30","T3","28.8661316635948","0.732579815412669","NP","light","M603d","M6"
"697","M603d","31","T3","30.4942719205066","0.802720684146692","NP","light","M603d","M6"
"699","M603d","32","T3","31.2143590336926","0.684860872002676","NP","light","M603d","M6"
"701","M603d","33","T3","32.528467092317","0.186939305794622","NP","light","M603d","M6"
"703","M603d","34","T3","32.9519028275085","-0.0432426485074476","NP","light","M603d","M6"
"705","M60Ca","27","C","26.2911803685456","0.352355267819257","NP","light","M60Ca","M6"
"707","M60Ca","28","C","27.1342133902508","0.533501690166352","NP","light","M60Ca","M6"
"709","M60Ca","29","C","28.4495996136063","0.601766607043311","NP","light","M60Ca","M6"
"711","M60Ca","30","C","29.1851499780167","0.122368107319704","NP","light","M60Ca","M6"
"713","M60Ca","31","C","30.3514694035342","0.759320085772846","NP","light","M60Ca","M6"
"715","M60Ca","32","C","31.3858031409851","0.684099618318302","NP","light","M60Ca","M6"
"717","M60Ca","33","C","32.4274893279402","0.220361593224487","NP","light","M60Ca","M6"
"719","M60Ca","34","C","33.1069602829728","-0.121755419465743","NP","light","M60Ca","M6"
"721","M60Cb","27","C","26.2849802486286","0.494462715467087","NP","light","M60Cb","M6"
"723","M60Cb","28","C","27.3714548364102","0.43381713691531","NP","light","M60Cb","M6"
"725","M60Cb","29","C","28.307665674201","0.629119788270752","NP","light","M60Cb","M6"
"727","M60Cb","30","C","29.4009919517433","0.528071937454373","NP","light","M60Cb","M6"
"729","M60Cb","31","C","30.024112860596","0.613756495956069","NP","light","M60Cb","M6"
"731","M60Cb","32","C","31.3580459930526","0.130665912608111","NP","light","M60Cb","M6"
"733","M60Cb","33","C","32.3593027292841","0.327425606430124","NP","light","M60Cb","M6"
"735","M60Cb","34","C","33.1798002567905","0.0187064799183609","NP","light","M60Cb","M6"
"737","M60Cc","27","C","26.3959686449834","0.379942136641607","NP","light","M60Cc","M6"
"739","M60Cc","28","C","27.1611240123872","0.457770061056765","NP","light","M60Cc","M6"
"741","M60Cc","29","C","28.8062905436955","0.640090495076109","NP","light","M60Cc","M6"
"743","M60Cc","30","C","29.3399363070542","0.189320791158744","NP","light","M60Cc","M6"
"745","M60Cc","31","C","29.8840184670049","0.271801104633281","NP","light","M60Cc","M6"
"747","M60Cc","32","C","31.4748659081439","0.669022716540719","NP","light","M60Cc","M6"
"749","M60Cc","33","C","32.5039217076853","0.337348472188536","NP","light","M60Cc","M6"
"751","M60Cc","34","C","32.9850579179546","-0.203860065246623","NP","light","M60Cc","M6"
"753","M60Cd","27","C","26.4661271147234","0.456488980665965","NP","light","M60Cd","M6"
"755","M60Cd","28","C","27.2167534953886","0.505096050058579","NP","light","M60Cd","M6"
"757","M60Cd","29","C","28.473987249207","0.669910582939229","NP","light","M60Cd","M6"
"759","M60Cd","30","C","29.2791743504362","0.218887922560373","NP","light","M60Cd","M6"
"761","M60Cd","31","C","30.012127735287","0.303254051090946","NP","light","M60Cd","M6"
"763","M60Cd","32","C","31.2046701321057","0.718655062887148","NP","light","M60Cd","M6"
"765","M60Cd","33","C","32.4431471219356","0.382716151275488","NP","light","M60Cd","M6"
"767","M60Cd","34","C","33.2652273091151","-0.0886677475634402","NP","light","M60Cd","M6"
"2","K201a","27","T1","26.3877169337702","-0.424067001145427","R","dark","K201a","K2"
"4","K201a","28","T1","27.0632922863888","-0.473975971992149","R","dark","K201a","K2"
"6","K201a","29","T1","28.3314465758289","-0.450002316132246","R","dark","K201a","K2"
"8","K201a","30","T1","29.2207252416584","-0.523097008933316","R","dark","K201a","K2"
"10","K201a","31","T1","30.0750906828873","-0.476526511097107","R","dark","K201a","K2"
"12","K201a","32","T1","31.4363161749944","-0.57519401658206","R","dark","K201a","K2"
"14","K201a","33","T1","32.5001135409146","-0.54746682784841","R","dark","K201a","K2"
"16","K201a","34","T1","33.0225342183852","-0.487635383759322","R","dark","K201a","K2"
"18","K201b","27","T1","26.3752172837655","-0.440743930575556","R","dark","K201b","K2"
"20","K201b","28","T1","27.3034906538746","-0.443637931781775","R","dark","K201b","K2"
"22","K201b","29","T1","28.1980837218046","-0.394691560728379","R","dark","K201b","K2"
"24","K201b","30","T1","29.3666864005021","-0.50525199974627","R","dark","K201b","K2"
"26","K201b","31","T1","30.1664829308332","-0.530401043461648","R","dark","K201b","K2"
"28","K201b","32","T1","31.2732688494144","-0.4610924880944","R","dark","K201b","K2"
"30","K201b","33","T1","32.6050437636282","-0.510523342455754","R","dark","K201b","K2"
"32","K201b","34","T1","33.247290973253","-0.474471053488012","R","dark","K201b","K2"
"34","K201c","27","T1","26.3867357421998","-0.406892379158616","R","dark","K201c","K2"
"36","K201c","28","T1","27.2911652270594","-0.413620772923757","R","dark","K201c","K2"
"38","K201c","29","T1","28.4109226432459","-0.463098913060744","R","dark","K201c","K2"
"40","K201c","30","T1","29.4070309658375","-0.462109892542034","R","dark","K201c","K2"
"42","K201c","31","T1","30.5739606553073","-0.561775773500582","R","dark","K201c","K2"
"44","K201c","32","T1","31.4346902117423","-0.534684647961047","R","dark","K201c","K2"
"46","K201c","33","T1","32.3948146241249","-0.478444157589883","R","dark","K201c","K2"
"48","K201c","34","T1","33.199429112398","-0.410245910732882","R","dark","K201c","K2"
"50","K201d","27","T1","26.393124390498","-0.394142849296407","R","dark","K201d","K2"
"52","K201d","28","T1","27.2313670402145","-0.482680592046257","R","dark","K201d","K2"
"54","K201d","29","T1","28.2475174817225","-0.508805346512574","R","dark","K201d","K2"
"56","K201d","30","T1","29.510829220909","-0.348410870204927","R","dark","K201d","K2"
"58","K201d","31","T1","30.0016657592392","-0.566082748162417","R","dark","K201d","K2"
"60","K201d","32","T1","31.3566382941036","-0.498594860602665","R","dark","K201d","K2"
"62","K201d","33","T1","32.5793994028872","-0.559392765643077","R","dark","K201d","K2"
"64","K201d","34","T1","33.2788344451396","-0.405800471424803","R","dark","K201d","K2"
"66","K202a","27","T2","26.4092710342422","-0.443181796238488","R","dark","K202a","K2"
"68","K202a","28","T2","27.1028350575794","-0.503080575714016","R","dark","K202a","K2"
"70","K202a","29","T2","28.262123727889","-0.472985480595806","R","dark","K202a","K2"
"72","K202a","30","T2","29.3392189660994","-0.494450184832999","R","dark","K202a","K2"
"74","K202a","31","T2","30.0571023368051","-0.598064600851104","R","dark","K202a","K2"
"76","K202a","32","T2","31.4421887501648","-0.548938119122022","R","dark","K202a","K2"
"78","K202a","33","T2","32.3333257590354","-0.610175146419132","R","dark","K202a","K2"
"80","K202a","34","T2","33.0518404179587","-0.433758282938043","R","dark","K202a","K2"
"82","K202b","27","T2","26.3942411825381","-0.36404742222275","R","dark","K202b","K2"
"84","K202b","28","T2","27.1934535634949","-0.384398009196476","R","dark","K202b","K2"
"86","K202b","29","T2","28.2734653424202","-0.405094430340088","R","dark","K202b","K2"
"88","K202b","30","T2","29.3394117141119","-0.469395813776012","R","dark","K202b","K2"
"90","K202b","31","T2","30.1087050259101","-0.403624115296991","R","dark","K202b","K2"
"92","K202b","32","T2","31.3100167784105","-0.435413866180107","R","dark","K202b","K2"
"94","K202b","33","T2","32.483190246206","-0.467941946896362","R","dark","K202b","K2"
"96","K202b","34","T2","33.1751752411207","-0.300086503781107","R","dark","K202b","K2"
"98","K202c","27","T2","26.3866903410986","-0.423085583397992","R","dark","K202c","K2"
"100","K202c","28","T2","27.078178480669","-0.403493512202705","R","dark","K202c","K2"
"102","K202c","29","T2","28.2323182067236","-0.435619120554746","R","dark","K202c","K2"
"104","K202c","30","T2","29.0870154171416","-0.44031982423421","R","dark","K202c","K2"
"106","K202c","31","T2","30.4221791985611","-0.588932168605154","R","dark","K202c","K2"
"108","K202c","32","T2","31.3506593277413","-0.378270483739637","R","dark","K202c","K2"
"110","K202c","33","T2","32.4975356747799","-0.441669152450819","R","dark","K202c","K2"
"112","K202c","34","T2","33.2095080591304","-0.390334726990799","R","dark","K202c","K2"
"114","K202d","27","T2","26.2962304671643","-0.405260448108899","R","dark","K202d","K2"
"116","K202d","28","T2","27.3077752124813","-0.439298706514647","R","dark","K202d","K2"
"118","K202d","29","T2","28.5501396715566","-0.469484299164423","R","dark","K202d","K2"
"120","K202d","30","T2","29.2994002803153","-0.55148402891292","R","dark","K202d","K2"
"122","K202d","31","T2","30.007534856465","-0.544795128538349","R","dark","K202d","K2"
"124","K202d","32","T2","31.4500809633122","-0.585281652011054","R","dark","K202d","K2"
"126","K202d","33","T2","32.4353684498518","-0.529720277458743","R","dark","K202d","K2"
"128","K202d","34","T2","33.1249675296596","-0.474521485782178","R","dark","K202d","K2"
"130","K203a","27","T3","26.4007386948596","-0.387159168212678","R","dark","K203a","K2"
"132","K203a","28","T3","27.1785109113861","-0.415694305959696","R","dark","K203a","K2"
"134","K203a","29","T3","28.2982002209693","-0.448665963391597","R","dark","K203a","K2"
"136","K203a","30","T3","29.3021256812379","-0.531159514377544","R","dark","K203a","K2"
"138","K203a","31","T3","30.5174302450644","-0.596923414613518","R","dark","K203a","K2"
"140","K203a","32","T3","31.4424936926557","-0.551773739089597","R","dark","K203a","K2"
"142","K203a","33","T3","32.4621031199583","-0.454624269700074","R","dark","K203a","K2"
"144","K203a","34","T3","33.1338410649032","-0.454638324124026","R","dark","K203a","K2"
"146","K203b","27","T3","26.3013809844891","-0.451576325791093","R","dark","K203b","K2"
"148","K203b","28","T3","27.0271511081974","-0.534635550081116","R","dark","K203b","K2"
"150","K203b","29","T3","28.4252905856308","-0.496755169239661","R","dark","K203b","K2"
"152","K203b","30","T3","29.2775158850759","-0.485659378088699","R","dark","K203b","K2"
"154","K203b","31","T3","30.4907631867553","-0.617722652837759","R","dark","K203b","K2"
"156","K203b","32","T3","31.32148815268","-0.628694880580639","R","dark","K203b","K2"
"158","K203b","33","T3","32.406735913337","-0.51629909930389","R","dark","K203b","K2"
"160","K203b","34","T3","33.0854013299374","-0.416698996743563","R","dark","K203b","K2"
"162","K203c","27","T3","26.2991301762938","-0.367369443776802","R","dark","K203c","K2"
"164","K203c","28","T3","27.2315520271555","-0.404040165428603","R","dark","K203c","K2"
"166","K203c","29","T3","28.2724212658179","-0.383485555457507","R","dark","K203c","K2"
"168","K203c","30","T3","29.4387837084359","-0.44312722324723","R","dark","K203c","K2"
"170","K203c","31","T3","30.083893569748","-0.512757403115181","R","dark","K203c","K2"
"172","K203c","32","T3","31.2909715015173","-0.462723106827235","R","dark","K203c","K2"
"174","K203c","33","T3","32.5464860679284","-0.436319711409649","R","dark","K203c","K2"
"176","K203c","34","T3","33.2010890683704","-0.354136982730599","R","dark","K203c","K2"
"178","K203d","27","T3","26.4355021072155","-0.325051073610989","R","dark","K203d","K2"
"180","K203d","28","T3","27.268513388574","-0.400487028597693","R","dark","K203d","K2"
"182","K203d","29","T3","28.2372501472335","-0.410143055670777","R","dark","K203d","K2"
"184","K203d","30","T3","29.3901909160749","-0.445452109188186","R","dark","K203d","K2"
"186","K203d","31","T3","30.1572280148757","-0.501905922312946","R","dark","K203d","K2"
"188","K203d","32","T3","31.3722421845398","-0.422768819658197","R","dark","K203d","K2"
"190","K203d","33","T3","32.4851980973837","-0.510342595798578","R","dark","K203d","K2"
"192","K203d","34","T3","33.1236740840943","-0.342811607242551","R","dark","K203d","K2"
"194","K20Ca","27","C","26.3251612467956","-0.46162061353219","R","dark","K20Ca","K2"
"196","K20Ca","28","C","27.2105407629287","-0.409534086028408","R","dark","K20Ca","K2"
"198","K20Ca","29","C","28.2841603179914","-0.560205271215685","R","dark","K20Ca","K2"
"200","K20Ca","30","C","29.268247403179","-0.543081201435534","R","dark","K20Ca","K2"
"202","K20Ca","31","C","30.0864988267387","-0.613893551415318","R","dark","K20Ca","K2"
"204","K20Ca","32","C","31.3154428278761","-0.52557860770545","R","dark","K20Ca","K2"
"206","K20Ca","33","C","32.5045620874548","-0.543998096901465","R","dark","K20Ca","K2"
"208","K20Ca","34","C","33.1371637246265","-0.437295511640377","R","dark","K20Ca","K2"
"210","K20Cb","27","C","26.2313822812962","-0.377236610170138","R","dark","K20Cb","K2"
"212","K20Cb","28","C","27.1012883715446","-0.33868271763293","R","dark","K20Cb","K2"
"214","K20Cb","29","C","28.3041600448633","-0.359734900355182","R","dark","K20Cb","K2"
"216","K20Cb","30","C","29.1459753208532","-0.281619789450394","R","dark","K20Cb","K2"
"218","K20Cb","31","C","30.1629004767975","-0.397465611644303","R","dark","K20Cb","K2"
"220","K20Cb","32","C","31.3529876522742","-0.392030534621267","R","dark","K20Cb","K2"
"222","K20Cb","33","C","32.4602426286357","-0.346683798705956","R","dark","K20Cb","K2"
"224","K20Cb","34","C","33.0773466936257","-0.372996834375354","R","dark","K20Cb","K2"
"226","K20Cc","27","C","26.4272777813423","-0.451064474791656","R","dark","K20Cc","K2"
"228","K20Cc","28","C","27.1735817511969","-0.486902896429066","R","dark","K20Cc","K2"
"230","K20Cc","29","C","28.3039885670537","-0.478332350217684","R","dark","K20Cc","K2"
"232","K20Cc","30","C","29.3880341138631","-0.495637947280352","R","dark","K20Cc","K2"
"234","K20Cc","31","C","30.5486425394299","-0.571805984791642","R","dark","K20Cc","K2"
"236","K20Cc","32","C","31.3437570354431","-0.496683465451656","R","dark","K20Cc","K2"
"238","K20Cc","33","C","32.4601484168529","-0.449205613174445","R","dark","K20Cc","K2"
"240","K20Cc","34","C","33.0862295812247","-0.494848359381489","R","dark","K20Cc","K2"
"242","K20Cd","27","C","26.3066265318413","-0.410567710884947","R","dark","K20Cd","K2"
"244","K20Cd","28","C","27.2526176103284","-0.461629496028577","R","dark","K20Cd","K2"
"246","K20Cd","29","C","28.1598568686046","-0.467711726172022","R","dark","K20Cd","K2"
"248","K20Cd","30","C","29.3425299190237","-0.444612631517605","R","dark","K20Cd","K2"
"250","K20Cd","31","C","30.1003735916667","-0.548492235443972","R","dark","K20Cd","K2"
"252","K20Cd","32","C","31.4001221679487","-0.473274140455291","R","dark","K20Cd","K2"
"254","K20Cd","33","C","32.5816104816509","-0.569174157548163","R","dark","K20Cd","K2"
"256","K20Cd","34","C","33.1404287140541","-0.392268137729483","R","dark","K20Cd","K2"
"258","M501a","27","T1","26.3189840399056","-0.416538371787141","R","dark","M501a","M5"
"260","M501a","28","T1","27.1839285959416","-0.491851670197912","R","dark","M501a","M5"
"262","M501a","29","T1","28.2694799758384","-0.432612297660773","R","dark","M501a","M5"
"264","M501a","30","T1","29.2796510183586","-0.480770887901241","R","dark","M501a","M5"
"266","M501a","31","T1","30.4815092383062","-0.541499724541461","R","dark","M501a","M5"
"268","M501a","32","T1","31.3595908227999","-0.551774142182478","R","dark","M501a","M5"
"270","M501a","33","T1","32.3774037672475","-0.494924439362453","R","dark","M501a","M5"
"272","M501a","34","T1","33.2107629815019","-0.37392058500686","R","dark","M501a","M5"
"274","M501b","27","T1","26.3177882424195","-0.406249631085471","R","dark","M501b","M5"
"276","M501b","28","T1","27.1650241492715","-0.42714107465297","R","dark","M501b","M5"
"278","M501b","29","T1","28.346770135027","-0.420430359615547","R","dark","M501b","M5"
"280","M501b","30","T1","29.3423471274118","-0.517355886189573","R","dark","M501b","M5"
"282","M501b","31","T1","30.5020141393804","-0.58354734463746","R","dark","M501b","M5"
"284","M501b","32","T1","31.3160762109757","-0.619248013579314","R","dark","M501b","M5"
"286","M501b","33","T1","32.4841966004466","-0.445387490531714","R","dark","M501b","M5"
"288","M501b","34","T1","33.0297937564329","-0.444933949652165","R","dark","M501b","M5"
"290","M501c","27","T1","26.4596620255916","-0.439064992689928","R","dark","M501c","M5"
"292","M501c","28","T1","27.1119710049568","-0.537745100622568","R","dark","M501c","M5"
"294","M501c","29","T1","28.266736782971","-0.555671809778697","R","dark","M501c","M5"
"296","M501c","30","T1","29.1444895991316","-0.530463696479546","R","dark","M501c","M5"
"298","M501c","31","T1","30.3606231637222","-0.510553040565759","R","dark","M501c","M5"
"300","M501c","32","T1","31.343827910788","-0.509454072584678","R","dark","M501c","M5"
"302","M501c","33","T1","32.3447382486806","-0.45737537962781","R","dark","M501c","M5"
"304","M501c","34","T1","33.0485026296763","-0.458826007283266","R","dark","M501c","M5"
"306","M501d","27","T1","26.4256002469083","-0.396312344829145","R","dark","M501d","M5"
"308","M501d","28","T1","27.0523799152591","-0.494497039354785","R","dark","M501d","M5"
"310","M501d","29","T1","28.1342266310982","-0.471799198277236","R","dark","M501d","M5"
"312","M501d","30","T1","29.1557287940093","-0.583693234390634","R","dark","M501d","M5"
"314","M501d","31","T1","30.4019680222202","-0.617909381629819","R","dark","M501d","M5"
"316","M501d","32","T1","31.2619323796477","-0.565269360711231","R","dark","M501d","M5"
"318","M501d","33","T1","32.5160033170276","-0.42639466482052","R","dark","M501d","M5"
"320","M501d","34","T1","33.0722432766052","-0.495988178342187","R","dark","M501d","M5"
"322","M502a","27","T2","26.3214363781492","-0.445027073588664","R","dark","M502a","M5"
"324","M502a","28","T2","27.3120348823227","-0.488282443635652","R","dark","M502a","M5"
"326","M502a","29","T2","28.1778485230677","-0.574959468371491","R","dark","M502a","M5"
"328","M502a","30","T2","29.3522550229738","-0.583631468372487","R","dark","M502a","M5"
"330","M502a","31","T2","29.9682578150787","-0.687781548343567","R","dark","M502a","M5"
"332","M502a","32","T2","31.4094820551127","-0.480554638628867","R","dark","M502a","M5"
"334","M502a","33","T2","32.4861534553864","-0.464388610095011","R","dark","M502a","M5"
"336","M502a","34","T2","33.2263035538469","-0.348019265365023","R","dark","M502a","M5"
"338","M502b","27","T2","26.3460291166508","-0.395027087254799","R","dark","M502b","M5"
"340","M502b","28","T2","27.1062617686737","-0.460522906577626","R","dark","M502b","M5"
"342","M502b","29","T2","28.2502142819387","-0.441864116873835","R","dark","M502b","M5"
"344","M502b","30","T2","29.4253861558358","-0.47430636043985","R","dark","M502b","M5"
"346","M502b","31","T2","30.3619440140888","-0.620016020672705","R","dark","M502b","M5"
"348","M502b","32","T2","31.3379627460547","-0.481327060561842","R","dark","M502b","M5"
"350","M502b","33","T2","32.389714739214","-0.431051169682553","R","dark","M502b","M5"
"352","M502b","34","T2","33.0756019774966","-0.375091664500484","R","dark","M502b","M5"
"354","M502c","27","T2","26.4301941673074","-0.388305188047965","R","dark","M502c","M5"
"356","M502c","28","T2","27.0585674202724","-0.387825103389127","R","dark","M502c","M5"
"358","M502c","29","T2","28.417574975549","-0.39650916051771","R","dark","M502c","M5"
"360","M502c","30","T2","29.2408200678468","-0.45489444930493","R","dark","M502c","M5"
"362","M502c","31","T2","30.3872536717567","-0.463363362763996","R","dark","M502c","M5"
"364","M502c","32","T2","31.2978727340067","-0.48163183756616","R","dark","M502c","M5"
"366","M502c","33","T2","32.394935840651","-0.343805964713272","R","dark","M502c","M5"
"368","M502c","34","T2","33.2118350793945","-0.292674382394666","R","dark","M502c","M5"
"370","M502d","27","T2","26.252585820354","-0.420209362508029","R","dark","M502d","M5"
"372","M502d","28","T2","27.1264658475401","-0.430202712248957","R","dark","M502d","M5"
"374","M502d","29","T2","28.3175261798175","-0.386486383843448","R","dark","M502d","M5"
"376","M502d","30","T2","29.0680300970031","-0.550642727541727","R","dark","M502d","M5"
"378","M502d","31","T2","30.2103255936477","-0.589940237905343","R","dark","M502d","M5"
"380","M502d","32","T2","31.2779380973097","-0.5039783598144","R","dark","M502d","M5"
"382","M502d","33","T2","32.4668706426429","-0.410324017193689","R","dark","M502d","M5"
"384","M502d","34","T2","33.0905258431214","-0.324848135599412","R","dark","M502d","M5"
"386","M503a","27","T3","26.3551517491082","-0.408480536613587","R","dark","M503a","M5"
"388","M503a","28","T3","27.1413248405781","-0.476002193396115","R","dark","M503a","M5"
"390","M503a","29","T3","28.4390828856977","-0.451901487513878","R","dark","M503a","M5"
"392","M503a","30","T3","29.2815081649065","-0.332009417351422","R","dark","M503a","M5"
"394","M503a","31","T3","30.3750206136314","-0.60826819943762","R","dark","M503a","M5"
"396","M503a","32","T3","31.3842343249402","-0.502779242011939","R","dark","M503a","M5"
"398","M503a","33","T3","32.4173841488585","-0.393803179662118","R","dark","M503a","M5"
"400","M503a","34","T3","33.1829513835817","-0.297237673089529","R","dark","M503a","M5"
"402","M503b","27","T3","26.3047221429217","-0.440466264006898","R","dark","M503b","M5"
"404","M503b","28","T3","27.1039988487655","-0.480640077978169","R","dark","M503b","M5"
"406","M503b","29","T3","28.22087383606","-0.472449506199822","R","dark","M503b","M5"
"408","M503b","30","T3","29.0744828016339","-0.448237986303674","R","dark","M503b","M5"
"410","M503b","31","T3","30.3420691215655","-0.59970434541109","R","dark","M503b","M5"
"412","M503b","32","T3","31.4120252824202","-0.364337437006103","R","dark","M503b","M5"
"414","M503b","33","T3","32.4242573014621","-0.406828917922073","R","dark","M503b","M5"
"416","M503b","34","T3","33.0660797763909","-0.369298130029368","R","dark","M503b","M5"
"418","M503c","27","T3","26.3646697120086","-0.34042114277933","R","dark","M503c","M5"
"420","M503c","28","T3","27.1852502927488","-0.405999246835385","R","dark","M503c","M5"
"422","M503c","29","T3","28.4532898077712","-0.443718576639929","R","dark","M503c","M5"
"424","M503c","30","T3","29.3720332390693","-0.474230632277412","R","dark","M503c","M5"
"426","M503c","31","T3","30.0197377789339","-0.543131798562259","R","dark","M503c","M5"
"428","M503c","32","T3","31.29890924301","-0.399929399311149","R","dark","M503c","M5"
"430","M503c","33","T3","32.4371418631864","-0.349876695217161","R","dark","M503c","M5"
"432","M503c","34","T3","33.132037591191","-0.31643648801807","R","dark","M503c","M5"
"434","M503d","27","T3","26.4170695533294","-0.413291220493913","R","dark","M503d","M5"
"436","M503d","28","T3","27.1427366369844","-0.532718465231887","R","dark","M503d","M5"
"438","M503d","29","T3","28.499632286587","-0.484979860776676","R","dark","M503d","M5"
"440","M503d","30","T3","29.3358925333964","-0.519539624419483","R","dark","M503d","M5"
"442","M503d","31","T3","30.0685163336557","-0.539942878897211","R","dark","M503d","M5"
"444","M503d","32","T3","31.4118951589583","-0.497457841017219","R","dark","M503d","M5"
"446","M503d","33","T3","32.4897929313139","-0.458199532688576","R","dark","M503d","M5"
"448","M503d","34","T3","33.2623610511701","-0.347694033324906","R","dark","M503d","M5"
"450","M50Ca","27","C","26.4177525485352","-0.498883033128241","R","dark","M50Ca","M5"
"452","M50Ca","28","C","27.1631434633333","-0.576505411126658","R","dark","M50Ca","M5"
"454","M50Ca","29","C","28.4325229050446","-0.536621856671779","R","dark","M50Ca","M5"
"456","M50Ca","30","C","29.2718472134396","-0.701750358450522","R","dark","M50Ca","M5"
"458","M50Ca","31","C","30.1758415772562","-0.636907195177381","R","dark","M50Ca","M5"
"460","M50Ca","32","C","31.3523077189721","-0.512933018935352","R","dark","M50Ca","M5"
"462","M50Ca","33","C","32.3797328507714","-0.442865176136203","R","dark","M50Ca","M5"
"464","M50Ca","34","C","33.177066050074","-0.353359559741473","R","dark","M50Ca","M5"
"466","M50Cb","27","C","26.3848314027299","-0.478604832701291","R","dark","M50Cb","M5"
"468","M50Cb","28","C","27.2131199568459","-0.509448740128636","R","dark","M50Cb","M5"
"470","M50Cb","29","C","28.3153981885984","-0.562430231193831","R","dark","M50Cb","M5"
"472","M50Cb","30","C","29.0344706801685","-0.630812773742672","R","dark","M50Cb","M5"
"474","M50Cb","31","C","30.4768394820992","-0.628480931889794","R","dark","M50Cb","M5"
"476","M50Cb","32","C","31.28249175293","-0.570206914674336","R","dark","M50Cb","M5"
"478","M50Cb","33","C","32.2907615096664","-0.460942467187731","R","dark","M50Cb","M5"
"480","M50Cb","34","C","33.1826769089327","-0.393423280363503","R","dark","M50Cb","M5"
"482","M50Cc","27","C","26.4009792721002","-0.365832164361314","R","dark","M50Cc","M5"
"484","M50Cc","28","C","27.1522399762393","-0.486257209413595","R","dark","M50Cc","M5"
"486","M50Cc","29","C","28.4917189399874","-0.537697461177532","R","dark","M50Cc","M5"
"488","M50Cc","30","C","29.3226863291437","-0.512011127882281","R","dark","M50Cc","M5"
"490","M50Cc","31","C","30.3789721025306","-0.586566646200509","R","dark","M50Cc","M5"
"492","M50Cc","32","C","31.2800920103166","-0.535886432110872","R","dark","M50Cc","M5"
"494","M50Cc","33","C","32.4340267278328","-0.45280415601415","R","dark","M50Cc","M5"
"496","M50Cc","34","C","33.1648888061405","-0.329939938166247","R","dark","M50Cc","M5"
"498","M50Cd","27","C","26.4868252113361","-2.32271700870944","R","dark","M50Cd","M5"
"500","M50Cd","28","C","27.1432168260692","-2.07400367499389","R","dark","M50Cd","M5"
"502","M50Cd","29","C","28.4803038513695","-2.24182267881927","R","dark","M50Cd","M5"
"504","M50Cd","30","C","29.3594028876714","-2.2504555152062","R","dark","M50Cd","M5"
"506","M50Cd","31","C","30.4694694982502","-2.14872298050256","R","dark","M50Cd","M5"
"508","M50Cd","32","C","31.3512583863941","-2.25651695826419","R","dark","M50Cd","M5"
"510","M50Cd","33","C","32.4599164951906","-1.86282784507087","R","dark","M50Cd","M5"
"512","M50Cd","34","C","33.1970454255901","-1.3591477941215","R","dark","M50Cd","M5"
"514","M601a","27","T1","26.3472605452662","-0.363419667507827","R","dark","M601a","M6"
"516","M601a","28","T1","27.1951611158411","-0.422242704813272","R","dark","M601a","M6"
"518","M601a","29","T1","28.5463214028983","-0.406690376721294","R","dark","M601a","M6"
"520","M601a","30","T1","29.3551595824621","-0.50981207494035","R","dark","M601a","M6"
"522","M601a","31","T1","30.1507398127162","-0.487607522995854","R","dark","M601a","M6"
"524","M601a","32","T1","31.3687362032486","-0.477141755105081","R","dark","M601a","M6"
"526","M601a","33","T1","32.3631784056543","-0.463218457328172","R","dark","M601a","M6"
"528","M601a","34","T1","33.2266068586871","-0.317234974186483","R","dark","M601a","M6"
"530","M601b","27","T1","26.4083690118702","-0.457893394229708","R","dark","M601b","M6"
"532","M601b","28","T1","27.2177308755673","-0.555501667273584","R","dark","M601b","M6"
"534","M601b","29","T1","28.4398230119323","-0.604093313787473","R","dark","M601b","M6"
"536","M601b","30","T1","29.3194364639338","-0.50454252688544","R","dark","M601b","M6"
"538","M601b","31","T1","30.3066822161658","-0.603252883752644","R","dark","M601b","M6"
"540","M601b","32","T1","31.3866597794924","-0.532022166448709","R","dark","M601b","M6"
"542","M601b","33","T1","32.3448490032658","-0.494776884099744","R","dark","M601b","M6"
