,fragment.ID.full,Intercept,umol.L.sec,Temp.C,fragment.ID,genotype,run,temp.Cat,light_dark,treatment,surf.area.cm2,volume.mls,volume,umol.sec,BLANK,blank.rate,umol.sec.corr,umol.cm2.hr,umol.cm2.hr.c,ln.rate,rate.type,individual.ID,Pnet_umol.cm2.hr,Rdark_umol.cm2.hr
1,K201a_2706,165.3190727,0.006395957,26.44653272,K201a,K2,2706,27,light,T1,30.01574642,609.5,0.6095,0.003898336,0,-0.000441294,0.00433963,0.520482356,0.520482356,-0.47725811,NP,K201a,0.520482356,0.424067001
2,K201a_2706,165.3190727,0.006395957,26.44653272,K201a,K2,2706,27,light,T1,30.01574642,609.5,0.6095,0.003898336,0,-0.000441294,0.00433963,0.520482356,0.520482356,-0.47725811,NP,K201a,0.520482356,0.473975972
3,K201a_2706,165.3190727,0.006395957,26.44653272,K201a,K2,2706,27,light,T1,30.01574642,609.5,0.6095,0.003898336,0,-0.000441294,0.00433963,0.520482356,0.520482356,-0.47725811,NP,K201a,0.520482356,0.450002316
4,K201a_2706,165.3190727,0.006395957,26.44653272,K201a,K2,2706,27,light,T1,30.01574642,609.5,0.6095,0.003898336,0,-0.000441294,0.00433963,0.520482356,0.520482356,-0.47725811,NP,K201a,0.520482356,0.523097009
5,K201a_2706,165.3190727,0.006395957,26.44653272,K201a,K2,2706,27,light,T1,30.01574642,609.5,0.6095,0.003898336,0,-0.000441294,0.00433963,0.520482356,0.520482356,-0.47725811,NP,K201a,0.520482356,0.476526511
6,K201a_2706,165.3190727,0.006395957,26.44653272,K201a,K2,2706,27,light,T1,30.01574642,609.5,0.6095,0.003898336,0,-0.000441294,0.00433963,0.520482356,0.520482356,-0.47725811,NP,K201a,0.520482356,0.575194017
7,K201a_2706,165.3190727,0.006395957,26.44653272,K201a,K2,2706,27,light,T1,30.01574642,609.5,0.6095,0.003898336,0,-0.000441294,0.00433963,0.520482356,0.520482356,-0.47725811,NP,K201a,0.520482356,0.547466828
8,K201a_2706,165.3190727,0.006395957,26.44653272,K201a,K2,2706,27,light,T1,30.01574642,609.5,0.6095,0.003898336,0,-0.000441294,0.00433963,0.520482356,0.520482356,-0.47725811,NP,K201a,0.520482356,0.487635384
9,K201a_2801,209.6014913,0.008122743,27.12077611,K201a,K2,2801,28,light,T1,30.01574642,609.5,0.6095,0.004950812,0,-0.000103801,0.005054613,0.60623535,0.60623535,-0.34780674,NP,K201a,0.60623535,0.424067001
10,K201a_2801,209.6014913,0.008122743,27.12077611,K201a,K2,2801,28,light,T1,30.01574642,609.5,0.6095,0.004950812,0,-0.000103801,0.005054613,0.60623535,0.60623535,-0.34780674,NP,K201a,0.60623535,0.473975972
11,K201a_2801,209.6014913,0.008122743,27.12077611,K201a,K2,2801,28,light,T1,30.01574642,609.5,0.6095,0.004950812,0,-0.000103801,0.005054613,0.60623535,0.60623535,-0.34780674,NP,K201a,0.60623535,0.450002316
12,K201a_2801,209.6014913,0.008122743,27.12077611,K201a,K2,2801,28,light,T1,30.01574642,609.5,0.6095,0.004950812,0,-0.000103801,0.005054613,0.60623535,0.60623535,-0.34780674,NP,K201a,0.60623535,0.523097009
13,K201a_2801,209.6014913,0.008122743,27.12077611,K201a,K2,2801,28,light,T1,30.01574642,609.5,0.6095,0.004950812,0,-0.000103801,0.005054613,0.60623535,0.60623535,-0.34780674,NP,K201a,0.60623535,0.476526511
14,K201a_2801,209.6014913,0.008122743,27.12077611,K201a,K2,2801,28,light,T1,30.01574642,609.5,0.6095,0.004950812,0,-0.000103801,0.005054613,0.60623535,0.60623535,-0.34780674,NP,K201a,0.60623535,0.575194017
15,K201a_2801,209.6014913,0.008122743,27.12077611,K201a,K2,2801,28,light,T1,30.01574642,609.5,0.6095,0.004950812,0,-0.000103801,0.005054613,0.60623535,0.60623535,-0.34780674,NP,K201a,0.60623535,0.547466828
16,K201a_2801,209.6014913,0.008122743,27.12077611,K201a,K2,2801,28,light,T1,30.01574642,609.5,0.6095,0.004950812,0,-0.000103801,0.005054613,0.60623535,0.60623535,-0.34780674,NP,K201a,0.60623535,0.487635384
17,K201a_2903,214.0083628,0.0105655,28.4809316,K201a,K2,2903,29,light,T1,30.01574642,609.5,0.6095,0.006439672,0,-0.000227656,0.006667328,0.79965963,0.79965963,-0.105738776,NP,K201a,0.79965963,0.424067001
18,K201a_2903,214.0083628,0.0105655,28.4809316,K201a,K2,2903,29,light,T1,30.01574642,609.5,0.6095,0.006439672,0,-0.000227656,0.006667328,0.79965963,0.79965963,-0.105738776,NP,K201a,0.79965963,0.473975972
19,K201a_2903,214.0083628,0.0105655,28.4809316,K201a,K2,2903,29,light,T1,30.01574642,609.5,0.6095,0.006439672,0,-0.000227656,0.006667328,0.79965963,0.79965963,-0.105738776,NP,K201a,0.79965963,0.450002316
20,K201a_2903,214.0083628,0.0105655,28.4809316,K201a,K2,2903,29,light,T1,30.01574642,609.5,0.6095,0.006439672,0,-0.000227656,0.006667328,0.79965963,0.79965963,-0.105738776,NP,K201a,0.79965963,0.523097009
21,K201a_2903,214.0083628,0.0105655,28.4809316,K201a,K2,2903,29,light,T1,30.01574642,609.5,0.6095,0.006439672,0,-0.000227656,0.006667328,0.79965963,0.79965963,-0.105738776,NP,K201a,0.79965963,0.476526511
22,K201a_2903,214.0083628,0.0105655,28.4809316,K201a,K2,2903,29,light,T1,30.01574642,609.5,0.6095,0.006439672,0,-0.000227656,0.006667328,0.79965963,0.79965963,-0.105738776,NP,K201a,0.79965963,0.575194017
23,K201a_2903,214.0083628,0.0105655,28.4809316,K201a,K2,2903,29,light,T1,30.01574642,609.5,0.6095,0.006439672,0,-0.000227656,0.006667328,0.79965963,0.79965963,-0.105738776,NP,K201a,0.79965963,0.547466828
24,K201a_2903,214.0083628,0.0105655,28.4809316,K201a,K2,2903,29,light,T1,30.01574642,609.5,0.6095,0.006439672,0,-0.000227656,0.006667328,0.79965963,0.79965963,-0.105738776,NP,K201a,0.79965963,0.487635384
25,K201a_3004,137.4197556,0.001616097,29.30243299,K201a,K2,3004,30,light,T1,30.01574642,609.5,0.6095,0.000985011,0,-0.002305267,0.003290278,0.394626224,0.394626224,-0.703952904,NP,K201a,0.394626224,0.424067001
26,K201a_3004,137.4197556,0.001616097,29.30243299,K201a,K2,3004,30,light,T1,30.01574642,609.5,0.6095,0.000985011,0,-0.002305267,0.003290278,0.394626224,0.394626224,-0.703952904,NP,K201a,0.394626224,0.473975972
27,K201a_3004,137.4197556,0.001616097,29.30243299,K201a,K2,3004,30,light,T1,30.01574642,609.5,0.6095,0.000985011,0,-0.002305267,0.003290278,0.394626224,0.394626224,-0.703952904,NP,K201a,0.394626224,0.450002316
28,K201a_3004,137.4197556,0.001616097,29.30243299,K201a,K2,3004,30,light,T1,30.01574642,609.5,0.6095,0.000985011,0,-0.002305267,0.003290278,0.394626224,0.394626224,-0.703952904,NP,K201a,0.394626224,0.523097009
29,K201a_3004,137.4197556,0.001616097,29.30243299,K201a,K2,3004,30,light,T1,30.01574642,609.5,0.6095,0.000985011,0,-0.002305267,0.003290278,0.394626224,0.394626224,-0.703952904,NP,K201a,0.394626224,0.476526511
30,K201a_3004,137.4197556,0.001616097,29.30243299,K201a,K2,3004,30,light,T1,30.01574642,609.5,0.6095,0.000985011,0,-0.002305267,0.003290278,0.394626224,0.394626224,-0.703952904,NP,K201a,0.394626224,0.575194017
31,K201a_3004,137.4197556,0.001616097,29.30243299,K201a,K2,3004,30,light,T1,30.01574642,609.5,0.6095,0.000985011,0,-0.002305267,0.003290278,0.394626224,0.394626224,-0.703952904,NP,K201a,0.394626224,0.547466828
32,K201a_3004,137.4197556,0.001616097,29.30243299,K201a,K2,3004,30,light,T1,30.01574642,609.5,0.6095,0.000985011,0,-0.002305267,0.003290278,0.394626224,0.394626224,-0.703952904,NP,K201a,0.394626224,0.487635384
33,K201a_3106,138.3564566,0.003071222,30.02551912,K201a,K2,3106,31,light,T1,30.01574642,609.5,0.6095,0.00187191,0,-0.001763068,0.003634978,0.435968512,0.435968512,-0.623679866,NP,K201a,0.435968512,0.424067001
34,K201a_3106,138.3564566,0.003071222,30.02551912,K201a,K2,3106,31,light,T1,30.01574642,609.5,0.6095,0.00187191,0,-0.001763068,0.003634978,0.435968512,0.435968512,-0.623679866,NP,K201a,0.435968512,0.473975972
35,K201a_3106,138.3564566,0.003071222,30.02551912,K201a,K2,3106,31,light,T1,30.01574642,609.5,0.6095,0.00187191,0,-0.001763068,0.003634978,0.435968512,0.435968512,-0.623679866,NP,K201a,0.435968512,0.450002316
36,K201a_3106,138.3564566,0.003071222,30.02551912,K201a,K2,3106,31,light,T1,30.01574642,609.5,0.6095,0.00187191,0,-0.001763068,0.003634978,0.435968512,0.435968512,-0.623679866,NP,K201a,0.435968512,0.523097009
37,K201a_3106,138.3564566,0.003071222,30.02551912,K201a,K2,3106,31,light,T1,30.01574642,609.5,0.6095,0.00187191,0,-0.001763068,0.003634978,0.435968512,0.435968512,-0.623679866,NP,K201a,0.435968512,0.476526511
38,K201a_3106,138.3564566,0.003071222,30.02551912,K201a,K2,3106,31,light,T1,30.01574642,609.5,0.6095,0.00187191,0,-0.001763068,0.003634978,0.435968512,0.435968512,-0.623679866,NP,K201a,0.435968512,0.575194017
39,K201a_3106,138.3564566,0.003071222,30.02551912,K201a,K2,3106,31,light,T1,30.01574642,609.5,0.6095,0.00187191,0,-0.001763068,0.003634978,0.435968512,0.435968512,-0.623679866,NP,K201a,0.435968512,0.547466828
40,K201a_3106,138.3564566,0.003071222,30.02551912,K201a,K2,3106,31,light,T1,30.01574642,609.5,0.6095,0.00187191,0,-0.001763068,0.003634978,0.435968512,0.435968512,-0.623679866,NP,K201a,0.435968512,0.487635384
41,K201a_3202,169.4817101,0.010325155,31.44757175,K201a,K2,3202,32,light,T1,30.01574642,609.5,0.6095,0.006293182,0,-0.000568563,0.006861745,0.822977388,0.822977388,-0.080150544,NP,K201a,0.822977388,0.424067001
42,K201a_3202,169.4817101,0.010325155,31.44757175,K201a,K2,3202,32,light,T1,30.01574642,609.5,0.6095,0.006293182,0,-0.000568563,0.006861745,0.822977388,0.822977388,-0.080150544,NP,K201a,0.822977388,0.473975972
43,K201a_3202,169.4817101,0.010325155,31.44757175,K201a,K2,3202,32,light,T1,30.01574642,609.5,0.6095,0.006293182,0,-0.000568563,0.006861745,0.822977388,0.822977388,-0.080150544,NP,K201a,0.822977388,0.450002316
44,K201a_3202,169.4817101,0.010325155,31.44757175,K201a,K2,3202,32,light,T1,30.01574642,609.5,0.6095,0.006293182,0,-0.000568563,0.006861745,0.822977388,0.822977388,-0.080150544,NP,K201a,0.822977388,0.523097009
45,K201a_3202,169.4817101,0.010325155,31.44757175,K201a,K2,3202,32,light,T1,30.01574642,609.5,0.6095,0.006293182,0,-0.000568563,0.006861745,0.822977388,0.822977388,-0.080150544,NP,K201a,0.822977388,0.476526511
46,K201a_3202,169.4817101,0.010325155,31.44757175,K201a,K2,3202,32,light,T1,30.01574642,609.5,0.6095,0.006293182,0,-0.000568563,0.006861745,0.822977388,0.822977388,-0.080150544,NP,K201a,0.822977388,0.575194017
47,K201a_3202,169.4817101,0.010325155,31.44757175,K201a,K2,3202,32,light,T1,30.01574642,609.5,0.6095,0.006293182,0,-0.000568563,0.006861745,0.822977388,0.822977388,-0.080150544,NP,K201a,0.822977388,0.547466828
48,K201a_3202,169.4817101,0.010325155,31.44757175,K201a,K2,3202,32,light,T1,30.01574642,609.5,0.6095,0.006293182,0,-0.000568563,0.006861745,0.822977388,0.822977388,-0.080150544,NP,K201a,0.822977388,0.487635384
49,K201a_3303,144.4368962,0.005107609,32.56415912,K201a,K2,3303,33,light,T1,30.01574642,609.5,0.6095,0.003113088,0,-0.001362963,0.004476051,0.536844339,0.536844339,-0.45123002,NP,K201a,0.536844339,0.424067001
50,K201a_3303,144.4368962,0.005107609,32.56415912,K201a,K2,3303,33,light,T1,30.01574642,609.5,0.6095,0.003113088,0,-0.001362963,0.004476051,0.536844339,0.536844339,-0.45123002,NP,K201a,0.536844339,0.473975972
51,K201a_3303,144.4368962,0.005107609,32.56415912,K201a,K2,3303,33,light,T1,30.01574642,609.5,0.6095,0.003113088,0,-0.001362963,0.004476051,0.536844339,0.536844339,-0.45123002,NP,K201a,0.536844339,0.450002316
52,K201a_3303,144.4368962,0.005107609,32.56415912,K201a,K2,3303,33,light,T1,30.01574642,609.5,0.6095,0.003113088,0,-0.001362963,0.004476051,0.536844339,0.536844339,-0.45123002,NP,K201a,0.536844339,0.523097009
53,K201a_3303,144.4368962,0.005107609,32.56415912,K201a,K2,3303,33,light,T1,30.01574642,609.5,0.6095,0.003113088,0,-0.001362963,0.004476051,0.536844339,0.536844339,-0.45123002,NP,K201a,0.536844339,0.476526511
54,K201a_3303,144.4368962,0.005107609,32.56415912,K201a,K2,3303,33,light,T1,30.01574642,609.5,0.6095,0.003113088,0,-0.001362963,0.004476051,0.536844339,0.536844339,-0.45123002,NP,K201a,0.536844339,0.575194017
55,K201a_3303,144.4368962,0.005107609,32.56415912,K201a,K2,3303,33,light,T1,30.01574642,609.5,0.6095,0.003113088,0,-0.001362963,0.004476051,0.536844339,0.536844339,-0.45123002,NP,K201a,0.536844339,0.547466828
56,K201a_3303,144.4368962,0.005107609,32.56415912,K201a,K2,3303,33,light,T1,30.01574642,609.5,0.6095,0.003113088,0,-0.001362963,0.004476051,0.536844339,0.536844339,-0.45123002,NP,K201a,0.536844339,0.487635384
57,K201a_3405,133.7928865,-0.002684762,32.92701723,K201a,K2,3405,34,light,T1,30.01574642,609.5,0.6095,-0.001636362,0,-0.001581319,-5.50E-05,-0.006601794,0.006601794,-2.238654937,NP,K201a,0.006601794,0.424067001
58,K201a_3405,133.7928865,-0.002684762,32.92701723,K201a,K2,3405,34,light,T1,30.01574642,609.5,0.6095,-0.001636362,0,-0.001581319,-5.50E-05,-0.006601794,0.006601794,-2.238654937,NP,K201a,0.006601794,0.473975972
59,K201a_3405,133.7928865,-0.002684762,32.92701723,K201a,K2,3405,34,light,T1,30.01574642,609.5,0.6095,-0.001636362,0,-0.001581319,-5.50E-05,-0.006601794,0.006601794,-2.238654937,NP,K201a,0.006601794,0.450002316
60,K201a_3405,133.7928865,-0.002684762,32.92701723,K201a,K2,3405,34,light,T1,30.01574642,609.5,0.6095,-0.001636362,0,-0.001581319,-5.50E-05,-0.006601794,0.006601794,-2.238654937,NP,K201a,0.006601794,0.523097009
61,K201a_3405,133.7928865,-0.002684762,32.92701723,K201a,K2,3405,34,light,T1,30.01574642,609.5,0.6095,-0.001636362,0,-0.001581319,-5.50E-05,-0.006601794,0.006601794,-2.238654937,NP,K201a,0.006601794,0.476526511
62,K201a_3405,133.7928865,-0.002684762,32.92701723,K201a,K2,3405,34,light,T1,30.01574642,609.5,0.6095,-0.001636362,0,-0.001581319,-5.50E-05,-0.006601794,0.006601794,-2.238654937,NP,K201a,0.006601794,0.575194017
63,K201a_3405,133.7928865,-0.002684762,32.92701723,K201a,K2,3405,34,light,T1,30.01574642,609.5,0.6095,-0.001636362,0,-0.001581319,-5.50E-05,-0.006601794,0.006601794,-2.238654937,NP,K201a,0.006601794,0.547466828
64,K201a_3405,133.7928865,-0.002684762,32.92701723,K201a,K2,3405,34,light,T1,30.01574642,609.5,0.6095,-0.001636362,0,-0.001581319,-5.50E-05,-0.006601794,0.006601794,-2.238654937,NP,K201a,0.006601794,0.487635384
65,K201b_2703,169.5194485,0.005503792,26.41847657,K201b,K2,2703,27,light,T1,27.24717131,610.75,0.61075,0.003361441,0,-0.000280198,0.003641639,0.481147207,0.481147207,-0.542751186,NP,K201b,0.481147207,0.440743931
66,K201b_2703,169.5194485,0.005503792,26.41847657,K201b,K2,2703,27,light,T1,27.24717131,610.75,0.61075,0.003361441,0,-0.000280198,0.003641639,0.481147207,0.481147207,-0.542751186,NP,K201b,0.481147207,0.443637932
67,K201b_2703,169.5194485,0.005503792,26.41847657,K201b,K2,2703,27,light,T1,27.24717131,610.75,0.61075,0.003361441,0,-0.000280198,0.003641639,0.481147207,0.481147207,-0.542751186,NP,K201b,0.481147207,0.394691561
68,K201b_2703,169.5194485,0.005503792,26.41847657,K201b,K2,2703,27,light,T1,27.24717131,610.75,0.61075,0.003361441,0,-0.000280198,0.003641639,0.481147207,0.481147207,-0.542751186,NP,K201b,0.481147207,0.505252
69,K201b_2703,169.5194485,0.005503792,26.41847657,K201b,K2,2703,27,light,T1,27.24717131,610.75,0.61075,0.003361441,0,-0.000280198,0.003641639,0.481147207,0.481147207,-0.542751186,NP,K201b,0.481147207,0.530401043
70,K201b_2703,169.5194485,0.005503792,26.41847657,K201b,K2,2703,27,light,T1,27.24717131,610.75,0.61075,0.003361441,0,-0.000280198,0.003641639,0.481147207,0.481147207,-0.542751186,NP,K201b,0.481147207,0.461092488
71,K201b_2703,169.5194485,0.005503792,26.41847657,K201b,K2,2703,27,light,T1,27.24717131,610.75,0.61075,0.003361441,0,-0.000280198,0.003641639,0.481147207,0.481147207,-0.542751186,NP,K201b,0.481147207,0.510523342
72,K201b_2703,169.5194485,0.005503792,26.41847657,K201b,K2,2703,27,light,T1,27.24717131,610.75,0.61075,0.003361441,0,-0.000280198,0.003641639,0.481147207,0.481147207,-0.542751186,NP,K201b,0.481147207,0.474471053
73,K201b_2805,180.2457535,0.004358337,27.37569924,K201b,K2,2805,28,light,T1,27.24717131,610.75,0.61075,0.002661854,0,-0.000800714,0.003462568,0.457487706,0.457487706,-0.584314828,NP,K201b,0.457487706,0.440743931
74,K201b_2805,180.2457535,0.004358337,27.37569924,K201b,K2,2805,28,light,T1,27.24717131,610.75,0.61075,0.002661854,0,-0.000800714,0.003462568,0.457487706,0.457487706,-0.584314828,NP,K201b,0.457487706,0.443637932
75,K201b_2805,180.2457535,0.004358337,27.37569924,K201b,K2,2805,28,light,T1,27.24717131,610.75,0.61075,0.002661854,0,-0.000800714,0.003462568,0.457487706,0.457487706,-0.584314828,NP,K201b,0.457487706,0.394691561
76,K201b_2805,180.2457535,0.004358337,27.37569924,K201b,K2,2805,28,light,T1,27.24717131,610.75,0.61075,0.002661854,0,-0.000800714,0.003462568,0.457487706,0.457487706,-0.584314828,NP,K201b,0.457487706,0.505252
77,K201b_2805,180.2457535,0.004358337,27.37569924,K201b,K2,2805,28,light,T1,27.24717131,610.75,0.61075,0.002661854,0,-0.000800714,0.003462568,0.457487706,0.457487706,-0.584314828,NP,K201b,0.457487706,0.530401043
78,K201b_2805,180.2457535,0.004358337,27.37569924,K201b,K2,2805,28,light,T1,27.24717131,610.75,0.61075,0.002661854,0,-0.000800714,0.003462568,0.457487706,0.457487706,-0.584314828,NP,K201b,0.457487706,0.461092488
79,K201b_2805,180.2457535,0.004358337,27.37569924,K201b,K2,2805,28,light,T1,27.24717131,610.75,0.61075,0.002661854,0,-0.000800714,0.003462568,0.457487706,0.457487706,-0.584314828,NP,K201b,0.457487706,0.510523342
80,K201b_2805,180.2457535,0.004358337,27.37569924,K201b,K2,2805,28,light,T1,27.24717131,610.75,0.61075,0.002661854,0,-0.000800714,0.003462568,0.457487706,0.457487706,-0.584314828,NP,K201b,0.457487706,0.474471053
81,K201b_2906,152.0293602,0.003386401,28.17806804,K201b,K2,2906,29,light,T1,27.24717131,610.75,0.61075,0.002068244,0,-0.001163993,0.003232237,0.427055455,0.427055455,-0.640449509,NP,K201b,0.427055455,0.440743931
82,K201b_2906,152.0293602,0.003386401,28.17806804,K201b,K2,2906,29,light,T1,27.24717131,610.75,0.61075,0.002068244,0,-0.001163993,0.003232237,0.427055455,0.427055455,-0.640449509,NP,K201b,0.427055455,0.443637932
83,K201b_2906,152.0293602,0.003386401,28.17806804,K201b,K2,2906,29,light,T1,27.24717131,610.75,0.61075,0.002068244,0,-0.001163993,0.003232237,0.427055455,0.427055455,-0.640449509,NP,K201b,0.427055455,0.394691561
84,K201b_2906,152.0293602,0.003386401,28.17806804,K201b,K2,2906,29,light,T1,27.24717131,610.75,0.61075,0.002068244,0,-0.001163993,0.003232237,0.427055455,0.427055455,-0.640449509,NP,K201b,0.427055455,0.505252
85,K201b_2906,152.0293602,0.003386401,28.17806804,K201b,K2,2906,29,light,T1,27.24717131,610.75,0.61075,0.002068244,0,-0.001163993,0.003232237,0.427055455,0.427055455,-0.640449509,NP,K201b,0.427055455,0.530401043
86,K201b_2906,152.0293602,0.003386401,28.17806804,K201b,K2,2906,29,light,T1,27.24717131,610.75,0.61075,0.002068244,0,-0.001163993,0.003232237,0.427055455,0.427055455,-0.640449509,NP,K201b,0.427055455,0.461092488
87,K201b_2906,152.0293602,0.003386401,28.17806804,K201b,K2,2906,29,light,T1,27.24717131,610.75,0.61075,0.002068244,0,-0.001163993,0.003232237,0.427055455,0.427055455,-0.640449509,NP,K201b,0.427055455,0.510523342
88,K201b_2906,152.0293602,0.003386401,28.17806804,K201b,K2,2906,29,light,T1,27.24717131,610.75,0.61075,0.002068244,0,-0.001163993,0.003232237,0.427055455,0.427055455,-0.640449509,NP,K201b,0.427055455,0.474471053
89,K201b_3002,170.1823778,0.004378785,29.38777591,K201b,K2,3002,30,light,T1,27.24717131,610.75,0.61075,0.002674343,0,-0.001859087,0.004533429,0.59897396,0.59897396,-0.35814179,NP,K201b,0.59897396,0.440743931
90,K201b_3002,170.1823778,0.004378785,29.38777591,K201b,K2,3002,30,light,T1,27.24717131,610.75,0.61075,0.002674343,0,-0.001859087,0.004533429,0.59897396,0.59897396,-0.35814179,NP,K201b,0.59897396,0.443637932
91,K201b_3002,170.1823778,0.004378785,29.38777591,K201b,K2,3002,30,light,T1,27.24717131,610.75,0.61075,0.002674343,0,-0.001859087,0.004533429,0.59897396,0.59897396,-0.35814179,NP,K201b,0.59897396,0.394691561
92,K201b_3002,170.1823778,0.004378785,29.38777591,K201b,K2,3002,30,light,T1,27.24717131,610.75,0.61075,0.002674343,0,-0.001859087,0.004533429,0.59897396,0.59897396,-0.35814179,NP,K201b,0.59897396,0.505252
93,K201b_3002,170.1823778,0.004378785,29.38777591,K201b,K2,3002,30,light,T1,27.24717131,610.75,0.61075,0.002674343,0,-0.001859087,0.004533429,0.59897396,0.59897396,-0.35814179,NP,K201b,0.59897396,0.530401043
94,K201b_3002,170.1823778,0.004378785,29.38777591,K201b,K2,3002,30,light,T1,27.24717131,610.75,0.61075,0.002674343,0,-0.001859087,0.004533429,0.59897396,0.59897396,-0.35814179,NP,K201b,0.59897396,0.461092488
95,K201b_3002,170.1823778,0.004378785,29.38777591,K201b,K2,3002,30,light,T1,27.24717131,610.75,0.61075,0.002674343,0,-0.001859087,0.004533429,0.59897396,0.59897396,-0.35814179,NP,K201b,0.59897396,0.510523342
96,K201b_3002,170.1823778,0.004378785,29.38777591,K201b,K2,3002,30,light,T1,27.24717131,610.75,0.61075,0.002674343,0,-0.001859087,0.004533429,0.59897396,0.59897396,-0.35814179,NP,K201b,0.59897396,0.474471053
97,K201b_3104,152.2953638,0.006744163,30.18058176,K201b,K2,3104,31,light,T1,27.24717131,610.75,0.61075,0.004118997,0,-0.001246625,0.005365622,0.708926433,0.708926433,-0.212047302,NP,K201b,0.708926433,0.440743931
98,K201b_3104,152.2953638,0.006744163,30.18058176,K201b,K2,3104,31,light,T1,27.24717131,610.75,0.61075,0.004118997,0,-0.001246625,0.005365622,0.708926433,0.708926433,-0.212047302,NP,K201b,0.708926433,0.443637932
99,K201b_3104,152.2953638,0.006744163,30.18058176,K201b,K2,3104,31,light,T1,27.24717131,610.75,0.61075,0.004118997,0,-0.001246625,0.005365622,0.708926433,0.708926433,-0.212047302,NP,K201b,0.708926433,0.394691561
100,K201b_3104,152.2953638,0.006744163,30.18058176,K201b,K2,3104,31,light,T1,27.24717131,610.75,0.61075,0.004118997,0,-0.001246625,0.005365622,0.708926433,0.708926433,-0.212047302,NP,K201b,0.708926433,0.505252
101,K201b_3104,152.2953638,0.006744163,30.18058176,K201b,K2,3104,31,light,T1,27.24717131,610.75,0.61075,0.004118997,0,-0.001246625,0.005365622,0.708926433,0.708926433,-0.212047302,NP,K201b,0.708926433,0.530401043
102,K201b_3104,152.2953638,0.006744163,30.18058176,K201b,K2,3104,31,light,T1,27.24717131,610.75,0.61075,0.004118997,0,-0.001246625,0.005365622,0.708926433,0.708926433,-0.212047302,NP,K201b,0.708926433,0.461092488
103,K201b_3104,152.2953638,0.006744163,30.18058176,K201b,K2,3104,31,light,T1,27.24717131,610.75,0.61075,0.004118997,0,-0.001246625,0.005365622,0.708926433,0.708926433,-0.212047302,NP,K201b,0.708926433,0.510523342
104,K201b_3104,152.2953638,0.006744163,30.18058176,K201b,K2,3104,31,light,T1,27.24717131,610.75,0.61075,0.004118997,0,-0.001246625,0.005365622,0.708926433,0.708926433,-0.212047302,NP,K201b,0.708926433,0.474471053
105,K201b_3205,136.1651592,0.003147966,31.1978655,K201b,K2,3205,32,light,T1,27.24717131,610.75,0.61075,0.00192262,0,-0.00221216,0.00413478,0.546302922,0.546302922,-0.436486966,NP,K201b,0.546302922,0.440743931
106,K201b_3205,136.1651592,0.003147966,31.1978655,K201b,K2,3205,32,light,T1,27.24717131,610.75,0.61075,0.00192262,0,-0.00221216,0.00413478,0.546302922,0.546302922,-0.436486966,NP,K201b,0.546302922,0.443637932
107,K201b_3205,136.1651592,0.003147966,31.1978655,K201b,K2,3205,32,light,T1,27.24717131,610.75,0.61075,0.00192262,0,-0.00221216,0.00413478,0.546302922,0.546302922,-0.436486966,NP,K201b,0.546302922,0.394691561
108,K201b_3205,136.1651592,0.003147966,31.1978655,K201b,K2,3205,32,light,T1,27.24717131,610.75,0.61075,0.00192262,0,-0.00221216,0.00413478,0.546302922,0.546302922,-0.436486966,NP,K201b,0.546302922,0.505252
109,K201b_3205,136.1651592,0.003147966,31.1978655,K201b,K2,3205,32,light,T1,27.24717131,610.75,0.61075,0.00192262,0,-0.00221216,0.00413478,0.546302922,0.546302922,-0.436486966,NP,K201b,0.546302922,0.530401043
110,K201b_3205,136.1651592,0.003147966,31.1978655,K201b,K2,3205,32,light,T1,27.24717131,610.75,0.61075,0.00192262,0,-0.00221216,0.00413478,0.546302922,0.546302922,-0.436486966,NP,K201b,0.546302922,0.461092488
111,K201b_3205,136.1651592,0.003147966,31.1978655,K201b,K2,3205,32,light,T1,27.24717131,610.75,0.61075,0.00192262,0,-0.00221216,0.00413478,0.546302922,0.546302922,-0.436486966,NP,K201b,0.546302922,0.510523342
112,K201b_3205,136.1651592,0.003147966,31.1978655,K201b,K2,3205,32,light,T1,27.24717131,610.75,0.61075,0.00192262,0,-0.00221216,0.00413478,0.546302922,0.546302922,-0.436486966,NP,K201b,0.546302922,0.474471053
113,K201b_3301,180.1928245,0.006676008,32.5590045,K201b,K2,3301,33,light,T1,27.24717131,610.75,0.61075,0.004077372,0,-0.001160668,0.00523804,0.692069748,0.692069748,-0.233105825,NP,K201b,0.692069748,0.440743931
114,K201b_3301,180.1928245,0.006676008,32.5590045,K201b,K2,3301,33,light,T1,27.24717131,610.75,0.61075,0.004077372,0,-0.001160668,0.00523804,0.692069748,0.692069748,-0.233105825,NP,K201b,0.692069748,0.443637932
115,K201b_3301,180.1928245,0.006676008,32.5590045,K201b,K2,3301,33,light,T1,27.24717131,610.75,0.61075,0.004077372,0,-0.001160668,0.00523804,0.692069748,0.692069748,-0.233105825,NP,K201b,0.692069748,0.394691561
116,K201b_3301,180.1928245,0.006676008,32.5590045,K201b,K2,3301,33,light,T1,27.24717131,610.75,0.61075,0.004077372,0,-0.001160668,0.00523804,0.692069748,0.692069748,-0.233105825,NP,K201b,0.692069748,0.505252
